Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Lentzea alba NEAU-D13                                              NZ_JAAMPJ010000008.1  218861    223477    4.1065   0        1        1        1      
Streptomyces rochei D21E05                                         NZ_CP139824.1         8308276   8312053   7.1359   1        1        1        1      
Streptomyces rochei D21E05                                         NZ_CP139824.1         8428198   8431815   6.1422   1        1        1        1      
Streptomyces rochei NPDC057084                                     NZ_JBHUTM010000052.1  53651     56480     5.1035   0        1        1        1      
Streptomyces rochei SR1102                                         NZ_CP161948.1         8094277   8097896   6.1421   1        1        1        1      
Streptomyces rochei NPDC058791                                     NZ_JBHYOU010000029.1  19309     22920     6.1433   1        1        1        1      
Streptomyces rochei NPDC093592                                     NZ_JBIWIX010000019.1  49543     53155     6.1433   1        1        1        1      
Streptomyces rochei NPDC057129                                     NZ_JBHUUQ010000010.1  162127    165738    6.1433   1        1        1        1      
Streptomyces rochei SID8161                                        NZ_JAAGMZ010001354.1  3892      7503      6.1433   1        1        1        1      
Streptomyces griseofuscus NPDC020651                               NZ_JBIRTZ010000011.1  148349    156691    3.0897   1        1        0        1      
Streptomyces griseofuscus NPDC096101                               NZ_JBIWGD010000034.1  6214      8997      5.1094   0        1        1        1      
Streptomyces griseofuscus NPDC006698                               NZ_JBEYJI010000005.1  176148    181510    4.1021   0        1        1        1      
Streptomyces griseofuscus NPDC014626                               NZ_JBIBZT010000037.1  42809     48167     4.1021   0        1        1        1      
Streptomyces cinereospinus CGMCC 4.7212                            NZ_JBHSKK010000076.1  17744     21631     6.1472   1        1        1        1      
Streptomyces salinarius SS06011                                    NZ_JACLZH010000004.1  217689    221573    6.1416   1        1        1        1      
Haloactinopolyspora sp.                                            NZ_DAHVSH010000175.1  62705     66253     6.1407   1        1        1        1      
Streptomyces phyllanthi TISTR 2346                                 NZ_JBHUMN010000018.1  201859    205475    6.1429   1        1        1        1      
Streptomyces justiciae 3R004                                       NZ_JADDXU010000005.1  38284     41883     6.1399   1        1        1        1      
Streptomyces justiciae WPN32                                       NZ_JAVTLL010000005.1  347368    350966    6.1398   1        1        1        1      
Streptomyces justiciae RA-WS2                                      NZ_JAMXPJ020000034.1  69596     73194     6.1399   1        1        1        1      
Actinacidiphila polyblastidii V4-01                                NZ_JAZEWV010000036.1  49373     53068     6.1463   1        1        1        1      
Streptomyces djakartensis PU_KB8-2                                 NZ_JASHLV010000001.1  550180    553027    5.1017   0        1        1        1      
Saccharopolyspora indica KCTC 29208                                NZ_JAQGLB010000006.1  352931    356609    6.1410   1        1        1        1      
Saccharopolyspora indica KCTC 29208                                NZ_JAQGLB010000014.1  31348     34271     5.0996   0        1        1        1      
Streptomyces lavendulae NPDC007112                                 NZ_JBEYFL010000048.1  148       11028     7.1456   1        1        1        2      
Streptomyces lavendulae NPDC007112                                 NZ_JBEYFL010000138.1  1639      5207      5.1292   1        1        1        0      
Streptomyces lavendulae NPDC022324                                 NZ_JBFABL010000032.1  31108     41912     7.1445   1        1        1        2      
Streptomyces lavendulae NPDC059471                                 NZ_JBHYUL010000039.1  32710     43499     7.1445   1        1        1        2      
Streptomyces lavendulae NPDC059326                                 NZ_JBHYYC010000082.1  32779     36508     6.1396   1        1        1        1      
Streptomyces lavendulae NPDC050889                                 NZ_JBFAGU010000192.1  270       4011      6.1402   1        1        1        1      
Streptomyces lavendulae NPDC059436                                 NZ_JBHYVR010000008.1  37262     48096     7.1450   1        1        1        2      
Streptomyces lavendulae NPDC008033                                 NZ_JBIBIP010000051.1  8441      12009     5.1294   1        1        1        0      
Streptomyces lavendulae NPDC048652                                 NZ_JBEZHN010000049.1  37079     47923     7.1449   1        1        1        2      
Streptomyces lavendulae NPDC048652                                 NZ_JBEZHN010000082.1  127       3695      5.1292   1        1        1        0      
Streptomyces lavendulae NPDC059434                                 NZ_JBHYVT010000331.1  1787      5355      5.1299   1        1        1        0      
Streptomyces lavendulae NPDC059434                                 NZ_JBHYVT010000586.1  1258      4122      5.1087   0        1        1        1      
Streptomyces lavendulae NPDC041541                                 NZ_JBEZCD010000054.1  385       10447     6.1137   0        1        1        2      
Phytoactinopolyspora halophila YIM 96934                           NZ_QMIG01000041.1     6341      25160     7.1428   1        1        1        1      
Streptomyces coerulescens KCTC 42586                               NZ_JBHSKM010000016.1  111795    115626    6.1448   1        1        1        1      
Streptomyces coerulescens KCTC 42586                               NZ_JBHSKM010000048.1  15248     18083     5.1037   0        1        1        1      
