LFVR01000305.1	GCA_001047335.1
NZ_JBIBIG010000010.1	GCF_042957425.1
NZ_JBIBIJ010000017.1	GCF_042957465.1
NZ_JBIBII010000001.1	GCF_042957485.1
NZ_JBIBIN010000001.1	GCF_042957565.1
NZ_JBIBIL010000001.1	GCF_042957575.1
NZ_JBIBIP010000051.1	GCF_042957705.1
NZ_JBIBIP010000034.1	GCF_042957705.1
NZ_JBIBIR010000001.1	GCF_042957765.1
NZ_JBIBIS010000010.1	GCF_042957775.1
NZ_JBIBIT010000013.1	GCF_042957785.1
NZ_JBIBIU010000041.1	GCF_042957905.1
NZ_JBIBIU010000060.1	GCF_042957905.1
NZ_JBIBIV010000011.1	GCF_042957925.1
NZ_JBIBIX010000010.1	GCF_042957965.1
NZ_JBIBIW010000007.1	GCF_042957985.1
NZ_JBIBIZ010000002.1	GCF_042958085.1
NZ_JBIBIY010000012.1	GCF_042958105.1
NZ_JBIBJB010000006.1	GCF_042958115.1
NZ_JBIBJA010000006.1	GCF_042958145.1
NZ_JBIBJC010000011.1	GCF_042958245.1
NZ_JBIBJE010000006.1	GCF_042958265.1
NZ_JBIBJG010000005.1	GCF_042958305.1
NZ_JBIBJF010000005.1	GCF_042958385.1
NZ_JBIBJM010000014.1	GCF_042958565.1
NZ_JBIBJL010000038.1	GCF_042958625.1
NZ_JBIBJP010000026.1	GCF_042958785.1
NZ_JBIBJS010000005.1	GCF_042958805.1
NZ_JBIBJQ010000021.1	GCF_042958825.1
NZ_JBIBKB010000006.1	GCF_042958965.1
NZ_JBIBJX010000004.1	GCF_042959025.1
NZ_JBIBKK010000010.1	GCF_042959105.1
NZ_JBIBKI010000022.1	GCF_042959145.1
NZ_JBIBKJ010000013.1	GCF_042959165.1
NZ_JBIBKL010000006.1	GCF_042959205.1
NZ_JBIBKL010000033.1	GCF_042959205.1
NZ_JBIBKM010000021.1	GCF_042959225.1
NZ_JBIBKP010000016.1	GCF_042959245.1
NZ_JBIBKO010000008.1	GCF_042959265.1
NZ_JBIBKQ010000021.1	GCF_042959305.1
NZ_JBIBKT010000011.1	GCF_042959325.1
NZ_JBIBKR010000002.1	GCF_042959365.1
NZ_JBIBKV010000010.1	GCF_042959405.1
NZ_JBIBKX010000009.1	GCF_042959425.1
NZ_JBIBKX010000002.1	GCF_042959425.1
NZ_JBIBKY010000003.1	GCF_042959445.1
NZ_JBIBKW010000002.1	GCF_042959465.1
NZ_JBIBQT010000016.1	GCF_043075755.1
NZ_JBIBQW010000024.1	GCF_043075765.1
NZ_JBIBQX010000017.1	GCF_043075795.1
NZ_JBIBQV010000016.1	GCF_043075855.1
NZ_JBIBRC010000012.1	GCF_043075955.1
NZ_JBIBRA010000012.1	GCF_043075985.1
NZ_JBIBQZ010000012.1	GCF_043076015.1
NZ_JBIBQY010000016.1	GCF_043076035.1
NZ_JBIBRB010000010.1	GCF_043076055.1
NZ_JBIBRF010000025.1	GCF_043076155.1
NZ_JBIBRD010000024.1	GCF_043076175.1
NZ_JBIBRE010000015.1	GCF_043076195.1
NZ_JBIBRJ010000017.1	GCF_043076375.1
NZ_JBIBRK010000013.1	GCF_043076435.1
NZ_JBIBRM010000026.1	GCF_043076455.1
NZ_JBIBRM010000016.1	GCF_043076455.1
NZ_JBIBRN010000016.1	GCF_043076475.1
NZ_JBIBRR010000013.1	GCF_043076535.1
NZ_JBIBRS010000011.1	GCF_043076655.1
NZ_JBIBRX010000022.1	GCF_043076755.1
NZ_JBIBRW010000011.1	GCF_043076815.1
NZ_JBIBRY010000016.1	GCF_043076915.1
NZ_JBIBSA010000020.1	GCF_043077005.1
NZ_JBIBSG010000017.1	GCF_043077235.1
NZ_JBIBSI010000006.1	GCF_043077345.1
NZ_JBIBSI010000008.1	GCF_043077345.1
NZ_JBIBSN010000013.1	GCF_043077505.1
NZ_JBIBSM010000025.1	GCF_043077585.1
NZ_JBIBSM010000002.1	GCF_043077585.1
NZ_JBIBSP010000001.1	GCF_043077605.1
NZ_JBIBSP010000023.1	GCF_043077605.1
NZ_JBIBSQ010000010.1	GCF_043077645.1
NZ_JBIBSQ010000002.1	GCF_043077645.1
NZ_JBIBSR010000019.1	GCF_043077685.1
NZ_JBIBSS010000007.1	GCF_043077725.1
NZ_JBIBST010000011.1	GCF_043077765.1
NZ_JBIBST010000012.1	GCF_043077765.1
NZ_JBIBTH010000010.1	GCF_043078225.1
NZ_JBIBTM010000002.1	GCF_043078445.1
NZ_JBIBTQ010000010.1	GCF_043078585.1
NZ_JBIBTW010000006.1	GCF_043078785.1
NZ_JBIBTX010000002.1	GCF_043078805.1
NZ_JBIBTV010000038.1	GCF_043078825.1
NZ_JBIBTV010000036.1	GCF_043078825.1
NZ_JBIBTY010000012.1	GCF_043078885.1
NZ_JBIBUA010000034.1	GCF_043078975.1
NZ_JBIBUH010000009.1	GCF_043079165.1
NZ_JBIBUL010000013.1	GCF_043079325.1
NZ_JBIBUK010000006.1	GCF_043079345.1
NZ_JBIBUK010000017.1	GCF_043079345.1
NZ_JBIBUM010000001.1	GCF_043079425.1
NZ_JBIBUN010000032.1	GCF_043079445.1
NZ_JBIBUP010000025.1	GCF_043079505.1
NZ_JBIBUQ010000023.1	GCF_043079565.1
NZ_JBIBUV010000011.1	GCF_043079725.1
NZ_JBIBUW010000009.1	GCF_043079785.1
NZ_JBIBVA010000005.1	GCF_043079925.1
NZ_JBIBVB010000001.1	GCF_043079975.1
NZ_JBIBVG010000013.1	GCF_043080145.1
NZ_JBIBVL010000012.1	GCF_043080285.1
NZ_JBIBVQ010000003.1	GCF_043080525.1
NZ_JBIBVT010000002.1	GCF_043080565.1
NZ_JBIBVR010000015.1	GCF_043080595.1
NZ_JBIBVV010000005.1	GCF_043080705.1
NZ_JBIBVX010000008.1	GCF_043080745.1
NZ_JBIBVU010000026.1	GCF_043080785.1
NZ_JBIBVU010000017.1	GCF_043080785.1
NZ_JBIBWA010000070.1	GCF_043080945.1
NZ_JBIBWD010000006.1	GCF_043080985.1
NZ_JBIBWJ010000020.1	GCF_043081265.1
NZ_JBIBWM010000007.1	GCF_043081305.1
NZ_JBIBWN010000003.1	GCF_043081425.1
NZ_JBIBWN010000001.1	GCF_043081425.1
NZ_JBIBWQ010000001.1	GCF_043081505.1
NZ_JBIBWV010000028.1	GCF_043081625.1
NZ_JBIBWW010000009.1	GCF_043081725.1
NZ_JBIBWX010000006.1	GCF_043081785.1
NZ_JBIBWX010000011.1	GCF_043081785.1
NZ_JBIBXO010000024.1	GCF_043082285.1
NZ_JBIBXN010000019.1	GCF_043082295.1
NZ_JBIBXQ010000012.1	GCF_043082405.1
NZ_JBIBXU010000003.1	GCF_043082585.1
NZ_JBIBXZ010000016.1	GCF_043082825.1
NZ_JBIBYF010000011.1	GCF_043082985.1
NZ_JBIBYP010000005.1	GCF_043083365.1
NZ_JBIBYO010000012.1	GCF_043083385.1
NZ_JBIBYT010000003.1	GCF_043083545.1
NZ_JBIBYU010000016.1	GCF_043083565.1
NZ_JBIBZD010000027.1	GCF_043083885.1
NZ_JBIBZI010000004.1	GCF_043084105.1
NZ_JBIBZK010000041.1	GCF_043084125.1
NZ_JBIBZK010000012.1	GCF_043084125.1
NZ_JBIBZM010000016.1	GCF_043084165.1
NZ_JBIBZM010000001.1	GCF_043084165.1
NZ_JBIBZL010000035.1	GCF_043084185.1
NZ_JBIBZL010000028.1	GCF_043084185.1
NZ_JBIBZQ010000009.1	GCF_043087985.1
NZ_JBIBZP010000010.1	GCF_043088065.1
NZ_JBIBZS010000010.1	GCF_043088165.1
NZ_JBIBZR010000010.1	GCF_043088185.1
NZ_JBIBZT010000037.1	GCF_043088255.1
NZ_JBICAA010000005.1	GCF_043088365.1
NZ_JBIBZY010000002.1	GCF_043088405.1
NZ_JBICAB010000020.1	GCF_043088585.1
NZ_JBICAB010000010.1	GCF_043088585.1
NZ_JBICAH010000003.1	GCF_043088765.1
NZ_JBICAG010000012.1	GCF_043088805.1
NZ_JBICAM010000025.1	GCF_043088975.1
NZ_JBICAN010000014.1	GCF_043089005.1
NZ_JBICAS010000003.1	GCF_043089205.1
NZ_JBICAS010000013.1	GCF_043089205.1
NZ_JBICAV010000001.1	GCF_043089325.1
NZ_JBICBE010000002.1	GCF_043089705.1
NZ_JBICBG010000001.1	GCF_043089765.1
NZ_JBICBM010000003.1	GCF_043090005.1
NZ_JBICBM010000023.1	GCF_043090005.1
NZ_JBICBN010000011.1	GCF_043090065.1
NZ_JBIDDQ010000011.1	GCF_043195415.1
NZ_JBIDDP010000011.1	GCF_043195475.1
NZ_JBICRM010000016.1	GCF_043197025.1
NZ_JBICSL010000017.1	GCF_043197045.1
NZ_JBICTE010000038.1	GCF_043197485.1
NZ_JBICTH010000001.1	GCF_043197535.1
NZ_JBICTU010000004.1	GCF_043197795.1
NZ_JBICTX010000005.1	GCF_043197835.1
NZ_JBICTV010000012.1	GCF_043197855.1
NZ_JBICUF010000015.1	GCF_043198035.1
NZ_JBICUP010000003.1	GCF_043198215.1
NZ_JBICUY010000007.1	GCF_043198555.1
NZ_JBICUX010000007.1	GCF_043198595.1
NZ_JBICVB010000012.1	GCF_043198615.1
NZ_JBICVD010000001.1	GCF_043198735.1
NZ_JBICVE010000009.1	GCF_043198835.1
NZ_JBICVI010000005.1	GCF_043198885.1
NZ_JBICVI010000004.1	GCF_043198885.1
NZ_JBICVJ010000018.1	GCF_043198895.1
NZ_JBICVJ010000010.1	GCF_043198895.1
NZ_JBICVK010000026.1	GCF_043198965.1
NZ_JBICVP010000006.1	GCF_043199075.1
NZ_JBICVP010000004.1	GCF_043199075.1
NZ_JBICVL010000023.1	GCF_043199135.1
NZ_JBICVS010000010.1	GCF_043199235.1
NZ_JBICVV010000004.1	GCF_043199295.1
NZ_JBICVN010000004.1	GCF_043199315.1
NZ_JBICVR010000008.1	GCF_043199335.1
NZ_JBICVT010000009.1	GCF_043199365.1
NZ_JBICVW010000001.1	GCF_043199455.1
NZ_JBICVY010000009.1	GCF_043199475.1
NZ_JBICWA010000020.1	GCF_043199515.1
NZ_JBICWC010000003.1	GCF_043199535.1
NZ_JBICWD010000046.1	GCF_043199555.1
NZ_JBICWH010000008.1	GCF_043199655.1
NZ_JBICWI010000028.1	GCF_043199695.1
NZ_JBICWK010000047.1	GCF_043199715.1
NZ_JBICWK010000001.1	GCF_043199715.1
NZ_JBICWN010000020.1	GCF_043199755.1
NZ_JBICWN010000058.1	GCF_043199755.1
NZ_JBICWO010000007.1	GCF_043199775.1
NZ_JBICWM010000008.1	GCF_043199795.1
NZ_JBICWP010000034.1	GCF_043199835.1
NZ_JBICWR010000012.1	GCF_043199855.1
NZ_JBICWW010000010.1	GCF_043199895.1
NZ_JBICWT010000009.1	GCF_043199955.1
NZ_JBICWX010000004.1	GCF_043199975.1
NZ_JBICWZ010000016.1	GCF_043199995.1
NZ_JBICXA010000017.1	GCF_043200035.1
NZ_JBICXD010000010.1	GCF_043200095.1
NZ_JBICXH010000005.1	GCF_043200135.1
NZ_JBICXG010000046.1	GCF_043200175.1
NZ_JBICXI010000002.1	GCF_043200195.1
NZ_JBICXJ010000010.1	GCF_043200215.1
NZ_JBICXM010000019.1	GCF_043200235.1
NZ_JBICXK010000030.1	GCF_043200275.1
NZ_JBICXO010000003.1	GCF_043200315.1
NZ_JBICXP010000015.1	GCF_043200355.1
NZ_JBICXQ010000041.1	GCF_043200375.1
NZ_JBICXR010000032.1	GCF_043200385.1
NZ_JBICXT010000018.1	GCF_043200415.1
NZ_JBICXU010000005.1	GCF_043200435.1
NZ_JBICXW010000008.1	GCF_043200475.1
NZ_JBICXW010000009.1	GCF_043200475.1
NZ_JBICXY010000012.1	GCF_043200515.1
NZ_JBICYA010000030.1	GCF_043200555.1
NZ_JBICYB010000046.1	GCF_043200575.1
NZ_JBICYD010000029.1	GCF_043200695.1
NZ_JBICYF010000004.1	GCF_043200735.1
NZ_JBICYF010000014.1	GCF_043200735.1
NZ_JBICYE010000008.1	GCF_043200745.1
NZ_JBICYG010000002.1	GCF_043200775.1
NZ_JBICYH010000003.1	GCF_043200805.1
NZ_JBICYK010000011.1	GCF_043200815.1
NZ_JBICYJ010000028.1	GCF_043200835.1
NZ_JBICYO010000023.1	GCF_043200995.1
NZ_JBICYN010000017.1	GCF_043201075.1
NZ_JBICYR010000008.1	GCF_043201175.1
NZ_JBICYX010000036.1	GCF_043201435.1
NZ_JBICYX010000004.1	GCF_043201435.1
NZ_JBICYZ010000019.1	GCF_043201465.1
NZ_JBICZD010000001.1	GCF_043201555.1
NZ_JBICZA010000022.1	GCF_043201585.1
NZ_JBICZC010000002.1	GCF_043201715.1
NZ_JBICZE010000018.1	GCF_043201735.1
NZ_JBICZG010000044.1	GCF_043201795.1
NZ_JBICZJ010000001.1	GCF_043201895.1
NZ_JBICZH010000029.1	GCF_043201995.1
NZ_JBICZP010000014.1	GCF_043202015.1
NZ_JBICZS010000006.1	GCF_043202035.1
NZ_JBICZT010000017.1	GCF_043202075.1
NZ_JBICZU010000044.1	GCF_043202115.1
NZ_JBICZV010000026.1	GCF_043202135.1
NZ_JBICZX010000008.1	GCF_043202155.1
NZ_JBICZY010000001.1	GCF_043202175.1
NZ_JBIDAA010000002.1	GCF_043202215.1
NZ_JBIDAA010000014.1	GCF_043202215.1
NZ_JBICZZ010000003.1	GCF_043202225.1
NZ_JBIDAB010000028.1	GCF_043202255.1
NZ_JBIDAC010000006.1	GCF_043202275.1
NZ_JBIDAM010000008.1	GCF_043202435.1
NZ_JBIDAI010000014.1	GCF_043202475.1
NZ_JBIDAN010000002.1	GCF_043202495.1
NZ_JBIDAO010000001.1	GCF_043202515.1
NZ_JBIDAP010000021.1	GCF_043202535.1
NZ_JBIDAP010000023.1	GCF_043202535.1
NZ_JBIDAQ010000005.1	GCF_043202555.1
NZ_JBIDAS010000017.1	GCF_043202575.1
NZ_JBIDAT010000002.1	GCF_043202595.1
NZ_JBIDAR010000011.1	GCF_043202615.1
NZ_JBIDAY010000016.1	GCF_043202695.1
NZ_JBIDAX010000005.1	GCF_043202715.1
NZ_JBIDAZ010000011.1	GCF_043202735.1
NZ_JBIDBE010000013.1	GCF_043202795.1
NZ_JBIDBD010000039.1	GCF_043202815.1
NZ_JBIDBC010000031.1	GCF_043202835.1
NZ_JBIDBK010000009.1	GCF_043202995.1
NZ_JBIDBM010000003.1	GCF_043203095.1
NZ_JBIDBN010000005.1	GCF_043203115.1
NZ_JBIDBO010000002.1	GCF_043203175.1
NZ_JAZHRM010000001.1	GCF_043203755.1
NZ_JAZHRL010000002.1	GCF_043203765.1
NZ_JAZHRK010000006.1	GCF_043203795.1
NZ_JAZHRI010000002.1	GCF_043203805.1
NZ_JAZHRF010000002.1	GCF_043203955.1
NZ_JBIDBR010000007.1	GCF_043204115.1
NZ_JBIDBT010000002.1	GCF_043204185.1
NZ_JBIDCC010000008.1	GCF_043204415.1
NZ_JBIDCE010000005.1	GCF_043204455.1
NZ_JBIDCG010000002.1	GCF_043204475.1
NZ_JBIDCD010000002.1	GCF_043204515.1
NZ_JBIDCI010000028.1	GCF_043204535.1
NZ_JBIDCJ010000010.1	GCF_043204555.1
NZ_JBIDCN010000006.1	GCF_043204615.1
NZ_JBIDCS010000006.1	GCF_043204745.1
NZ_JBIDCW010000014.1	GCF_043204795.1
NZ_JBIDCV010000006.1	GCF_043204815.1
NZ_JBIDDF010000023.1	GCF_043205035.1
NZ_JBIENY010000264.1	GCF_043498155.1
NZ_CP144375.1	GCF_043575855.1
NZ_JBIMKE010000022.1	GCF_043673425.1
NZ_CP171643.1	GCF_043950195.1
NZ_CP171642.1	GCF_043950205.1
NZ_CP171841.1	GCF_043996095.1
NZ_JBBDHD010000069.1	GCF_044129415.1
NZ_JBBDHD010000054.1	GCF_044129415.1
NZ_JBHVOC010000001.1	GCF_044142145.1
NZ_JBIREU010000003.1	GCF_044325315.1
NZ_JBIREV010000004.1	GCF_044325345.1
NZ_JBIRBB010000006.1	GCF_044326295.1
NZ_JBIRBB010000010.1	GCF_044326295.1
NZ_JBIRAW010000001.1	GCF_044326315.1
NZ_JBIRAY010000011.1	GCF_044326405.1
NZ_JBIRAZ010000014.1	GCF_044326415.1
NZ_JBIQWE010000011.1	GCF_044326715.1
NZ_JBIQWG010000025.1	GCF_044326745.1
NZ_JBIQWF010000028.1	GCF_044326755.1
NZ_JBIQWH010000016.1	GCF_044326795.1
NZ_JBIQWK010000015.1	GCF_044326845.1
NZ_JBIQWK010000013.1	GCF_044326845.1
NZ_JBIQWJ010000012.1	GCF_044326885.1
NZ_JBIREZ010000003.1	GCF_044327185.1
NZ_JBIRFD010000007.1	GCF_044327305.1
NZ_JBIRFE010000047.1	GCF_044327335.1
JBIRFG010000009.1	GCF_044327345.1
JBIRFI010000013.1	GCF_044327405.1
JBIRFM010000007.1	GCF_044327435.1
NZ_JBIRFN010000014.1	GCF_044327495.1
NZ_JBIRFN010000013.1	GCF_044327495.1
NZ_JBIRFQ010000001.1	GCF_044327555.1
NZ_JBIRFU010000004.1	GCF_044327645.1
NZ_JBIRFV010000014.1	GCF_044327655.1
NZ_JBIRFX010000013.1	GCF_044327685.1
NZ_JBIRFX010000014.1	GCF_044327685.1
NZ_JBIRGA010000001.1	GCF_044327725.1
NZ_JBIRFY010000009.1	GCF_044327745.1
NZ_JBIRFY010000006.1	GCF_044327745.1
JBIRGB010000004.1	GCF_044327765.1
NZ_JBIRGD010000023.1	GCF_044327805.1
NZ_JBIRGD010000027.1	GCF_044327805.1
NZ_JBIRGG010000021.1	GCF_044327825.1
NZ_JBIRGG010000014.1	GCF_044327825.1
NZ_JBIRGF010000003.1	GCF_044327835.1
NZ_JBIRGE010000005.1	GCF_044327845.1
NZ_JBIRGJ010000010.1	GCF_044327915.1
NZ_JBIRGI010000017.1	GCF_044327955.1
NZ_JBIRGN010000011.1	GCF_044328005.1
NZ_JBIRGQ010000011.1	GCF_044328045.1
NZ_JBIRGO010000014.1	GCF_044328065.1
NZ_JBIRGO010000008.1	GCF_044328065.1
NZ_JBIRGP010000002.1	GCF_044328075.1
NZ_JBIRGR010000001.1	GCF_044328095.1
NZ_JBIRGT010000019.1	GCF_044328145.1
NZ_JBIRGU010000006.1	GCF_044328175.1
NZ_JBIRHD010000015.1	GCF_044328285.1
NZ_JBIRHB010000024.1	GCF_044328305.1
NZ_JBIRHB010000010.1	GCF_044328305.1
NZ_JBIRHA010000027.1	GCF_044328315.1
NZ_JBIRHC010000008.1	GCF_044328335.1
NZ_JBIRHE010000033.1	GCF_044328345.1
NZ_JBIRHE010000032.1	GCF_044328345.1
NZ_JBIRHF010000009.1	GCF_044328385.1
NZ_JBIRHG010000003.1	GCF_044328415.1
NZ_JBIRHO010000006.1	GCF_044328545.1
NZ_JBIRHP010000002.1	GCF_044328555.1
NZ_JBIRHQ010000001.1	GCF_044328605.1
NZ_JBIRHR010000001.1	GCF_044328665.1
NZ_JBIRHW010000002.1	GCF_044328715.1
NZ_JBIRHX010000009.1	GCF_044328745.1
NZ_JBIRHZ010000002.1	GCF_044328755.1
NZ_JBIRHY010000007.1	GCF_044328765.1
NZ_JBIRHY010000008.1	GCF_044328765.1
NZ_JBIRIA010000026.1	GCF_044328805.1
NZ_JBIRIA010000011.1	GCF_044328805.1
NZ_JBIRIB010000025.1	GCF_044328815.1
NZ_JBIRIB010000011.1	GCF_044328815.1
NZ_JBIRIE010000011.1	GCF_044328845.1
NZ_JBIRID010000027.1	GCF_044328865.1
NZ_JBIRID010000010.1	GCF_044328865.1
NZ_JBIRIC010000038.1	GCF_044328905.1
NZ_JBIRIG010000011.1	GCF_044328925.1
NZ_JBIRIG010000025.1	GCF_044328925.1
NZ_JBIRII010000051.1	GCF_044328945.1
NZ_JBIRII010000012.1	GCF_044328945.1
NZ_JBIRIH010000012.1	GCF_044328955.1
NZ_JBIRIH010000026.1	GCF_044328955.1
NZ_JBIRIK010000012.1	GCF_044328985.1
NZ_JBIRIK010000025.1	GCF_044328985.1
NZ_JBIRIL010000021.1	GCF_044329005.1
NZ_JBIRIM010000017.1	GCF_044329045.1
NZ_JBIRIN010000012.1	GCF_044329065.1
NZ_JBIRIQ010000022.1	GCF_044329105.1
NZ_JBIRIR010000023.1	GCF_044329135.1
NZ_JBIRIT010000023.1	GCF_044329175.1
NZ_JBIRIU010000026.1	GCF_044329205.1
NZ_JBIRIW010000024.1	GCF_044329225.1
NZ_JBIRIV010000010.1	GCF_044329235.1
NZ_JBIRIX010000013.1	GCF_044329265.1
NZ_JBIRJA010000006.1	GCF_044329325.1
NZ_JBIRJA010000010.1	GCF_044329325.1
NZ_JBIRJB010000024.1	GCF_044329335.1
NZ_JBIRJB010000005.1	GCF_044329335.1
NZ_JBIRJC010000038.1	GCF_044329365.1
NZ_JBIRJD010000024.1	GCF_044329385.1
NZ_JBIRJD010000031.1	GCF_044329385.1
NZ_JBIRJO010000008.1	GCF_044329605.1
NZ_JBIRJP010000002.1	GCF_044329615.1
NZ_JBIRJY010000024.1	GCF_044329785.1
NZ_JBIRJZ010000014.1	GCF_044329825.1
NZ_JBIRKA010000021.1	GCF_044329845.1
NZ_JBIRKB010000002.1	GCF_044329855.1
NZ_JBIRKF010000014.1	GCF_044329945.1
NZ_JBIRKM010000019.1	GCF_044330085.1
NZ_JBIRKM010000001.1	GCF_044330085.1
NZ_JBIRKO010000022.1	GCF_044330115.1
NZ_JBIRKP010000019.1	GCF_044330135.1
JBIRKR010000005.1	GCF_044330175.1
NZ_JBIRKT010000008.1	GCF_044330225.1
NZ_JBIRKV010000009.1	GCF_044330235.1
NZ_JBIRKW010000022.1	GCF_044330245.1
NZ_JBIRKU010000015.1	GCF_044330255.1
NZ_JBIRKX010000011.1	GCF_044330275.1
NZ_JBIRKY010000010.1	GCF_044330325.1
NZ_JBIRKZ010000013.1	GCF_044330345.1
NZ_JBIRLB010000013.1	GCF_044330355.1
NZ_JBIRLC010000029.1	GCF_044330365.1
NZ_JBIRLA010000011.1	GCF_044330375.1
NZ_JBIRLD010000017.1	GCF_044330425.1
NZ_JBIRLE010000001.1	GCF_044330445.1
NZ_JBIRLI010000002.1	GCF_044330495.1
NZ_JBIRLK010000016.1	GCF_044330545.1
NZ_JBIRLM010000008.1	GCF_044330565.1
NZ_JBIRLN010000023.1	GCF_044330615.1
NZ_JBIRLO010000022.1	GCF_044330645.1
NZ_JBIRLQ010000027.1	GCF_044330665.1
NZ_JBIRLX010000031.1	GCF_044330805.1
NZ_JBIRLW010000024.1	GCF_044330815.1
NZ_JBIRMA010000002.1	GCF_044330865.1
NZ_JBIRMB010000029.1	GCF_044330905.1
JBIRMD010000003.1	GCF_044330945.1
NZ_JBIRMF010000001.1	GCF_044330965.1
JBIRML010000006.1	GCF_044331125.1
NZ_JBIRMN010000040.1	GCF_044331145.1
NZ_JBIRMO010000037.1	GCF_044331185.1
NZ_JBIRMR010000008.1	GCF_044331225.1
NZ_JBIRMR010000017.1	GCF_044331225.1
NZ_JBIRMT010000004.1	GCF_044331295.1
NZ_JBIRMT010000014.1	GCF_044331295.1
NZ_JBIRMX010000027.1	GCF_044331345.1
NZ_JBIRMY010000026.1	GCF_044331355.1
NZ_JBIRMZ010000007.1	GCF_044331365.1
NZ_JBIRNA010000004.1	GCF_044331405.1
NZ_JBIRNB010000002.1	GCF_044331425.1
NZ_JBIRND010000021.1	GCF_044331445.1
NZ_JBIRNC010000019.1	GCF_044331455.1
NZ_JBIRNE010000036.1	GCF_044331465.1
NZ_JBIRNG010000001.1	GCF_044331535.1
NZ_JBIRNS010000004.1	GCF_044331715.1
NZ_JBIRNQ010000033.1	GCF_044331745.1
NZ_JBIRNU010000001.1	GCF_044331805.1
NZ_JBIRNY010000007.1	GCF_044331855.1
NZ_JBIROB010000011.1	GCF_044331925.1
NZ_JBIROD010000014.1	GCF_044331935.1
NZ_JBIROE010000009.1	GCF_044331945.1
NZ_JBIROC010000006.1	GCF_044331995.1
NZ_JBIROG010000005.1	GCF_044332025.1
NZ_JBIROF010000008.1	GCF_044332035.1
NZ_JBIROI010000011.1	GCF_044332045.1
NZ_JBIROJ010000018.1	GCF_044332085.1
NZ_JBIROM010000015.1	GCF_044332125.1
NZ_JBIROM010000008.1	GCF_044332125.1
NZ_JBIROK010000001.1	GCF_044332165.1
NZ_JBIROP010000035.1	GCF_044332225.1
NZ_JBIROS010000007.1	GCF_044332235.1
NZ_JBIROQ010000028.1	GCF_044332275.1
NZ_JBIROT010000008.1	GCF_044332295.1
NZ_JBIROY010000035.1	GCF_044332375.1
NZ_JBIROX010000039.1	GCF_044332385.1
NZ_JBIRPA010000005.1	GCF_044332445.1
NZ_JBIRPD010000033.1	GCF_044332485.1
NZ_JBIRPD010000031.1	GCF_044332485.1
NZ_JBIRPE010000002.1	GCF_044332495.1
NZ_JBIRPE010000013.1	GCF_044332495.1
NZ_JBIRPJ010000005.1	GCF_044332575.1
NZ_JBIRPK010000013.1	GCF_044332605.1
NZ_JBIRPN010000017.1	GCF_044332665.1
NZ_JBIRPO010000009.1	GCF_044332685.1
NZ_JBIRPP010000016.1	GCF_044332695.1
NZ_JBIRPL010000013.1	GCF_044332705.1
NZ_JBIRPT010000019.1	GCF_044332775.1
NZ_JBIRPT010000049.1	GCF_044332775.1
NZ_JBIRPQ010000015.1	GCF_044332785.1
NZ_JBIRPS010000026.1	GCF_044332795.1
NZ_JBIRPR010000018.1	GCF_044332815.1
NZ_JBIRPV010000001.1	GCF_044332865.1
NZ_JBIRPW010000012.1	GCF_044332905.1
JBIRPY010000004.1	GCF_044332935.1
NZ_JBIRQA010000014.1	GCF_044332965.1
NZ_JBIRQB010000008.1	GCF_044332985.1
NZ_JBIRQE010000023.1	GCF_044333045.1
NZ_JBIRQH010000018.1	GCF_044333095.1
NZ_JBIRQL010000001.1	GCF_044333105.1
NZ_JBIRQJ010000015.1	GCF_044333135.1
NZ_JBIRQK010000006.1	GCF_044333195.1
NZ_JBIRQP010000034.1	GCF_044333265.1
NZ_JBIRQP010000051.1	GCF_044333265.1
NZ_JBIRQQ010000014.1	GCF_044333285.1
NZ_JBIRQR010000003.1	GCF_044333295.1
NZ_JBIRQS010000008.1	GCF_044333315.1
NZ_JBIRQU010000014.1	GCF_044333355.1
NZ_JBIRQU010000007.1	GCF_044333355.1
NZ_JBIRRA010000010.1	GCF_044333485.1
NZ_JBIRRB010000001.1	GCF_044333535.1
NZ_JBIRRG010000006.1	GCF_044333595.1
NZ_JBIRRJ010000003.1	GCF_044333625.1
NZ_JBIRRI010000007.1	GCF_044333635.1
NZ_JBIRRK010000001.1	GCF_044333685.1
NZ_JBIRRM010000001.1	GCF_044333695.1
NZ_JBIRRO010000015.1	GCF_044333725.1
NZ_JBIRRN010000005.1	GCF_044333735.1
NZ_JBIRRL010000013.1	GCF_044333745.1
NZ_JBIRRP010000003.1	GCF_044333785.1
NZ_JBIRRS010000014.1	GCF_044333835.1
JBIRRW010000004.1	GCF_044333905.1
NZ_JBIRRX010000005.1	GCF_044333915.1
NZ_JBIRRZ010000016.1	GCF_044333945.1
NZ_JBIRSB010000008.1	GCF_044334015.1
NZ_JBIRSC010000009.1	GCF_044334035.1
NZ_JBIRSE010000009.1	GCF_044334075.1
NZ_JBIRSF010000011.1	GCF_044334105.1
NZ_JBIRSI010000001.1	GCF_044334145.1
NZ_JBIRSJ010000007.1	GCF_044334165.1
NZ_JBIRSL010000010.1	GCF_044334205.1
NZ_JBIRSM010000017.1	GCF_044334245.1
NZ_JBIRSP010000017.1	GCF_044334295.1
NZ_JBIRSQ010000032.1	GCF_044334315.1
NZ_JBIRSV010000035.1	GCF_044334365.1
NZ_JBIRSV010000021.1	GCF_044334365.1
NZ_JBIRSR010000029.1	GCF_044334375.1
NZ_JBIRST010000052.1	GCF_044334385.1
