Organism	Scaffold	Start	End	Score	SCO5086	SCO5087	SCO5088	SCO5089	assembly_file	representative	dereplication_status
Streptomyces sparsogenes NPDC019917	NZ_JBEYAP010000015.1	59616	66471	3.0977	1	1	0	1	GCF_040631745.1_ASM4063174v1_genomic.fna.gz	GCF_040647015.1_ASM4064701v1_genomic.fna.gz	redundant
Streptomyces sparsogenes NPDC044852	NZ_JBEZBJ010000019.1	37957	44812	3.0977	1	1	0	1	GCF_040647015.1_ASM4064701v1_genomic.fna.gz	GCF_040647015.1_ASM4064701v1_genomic.fna.gz	dereplication_representative
Streptomyces drozdowiczii MDA8-470	NZ_CP098740.1	6653797	6656203	4.0884	1	0	1	1	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	dereplication_representative
Streptomyces drozdowiczii MDA8-470	NZ_CP098740.1	7186420	7194947	3.0886	1	1	0	1	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	dereplication_representative
Streptomyces drozdowiczii TW167	NZ_JANADG010000003.1	286188	289880	6.1476	1	1	1	1	GCF_026229605.1_ASM2622960v1_genomic.fna.gz	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	readded_by_content
Streptomyces drozdowiczii TW167	NZ_JANADG010000001.1	36879	45406	3.0886	1	1	0	1	GCF_026229605.1_ASM2622960v1_genomic.fna.gz	GCF_026167665.1_ASM2616766v1_genomic.fna.gz	redundant
Actinomadura rugatobispora KCTC 42087	NZ_JBHSON010000002.1	205689	211444	4.0844	1	0	1	1	GCF_042656285.1_ASM4265628v1_genomic.fna.gz	GCF_042656285.1_ASM4265628v1_genomic.fna.gz	dereplication_representative
Actinomadura rugatobispora KCTC 42087	NZ_JBHSON010000041.1	65104	68772	6.1457	1	1	1	1	GCF_042656285.1_ASM4265628v1_genomic.fna.gz	GCF_042656285.1_ASM4265628v1_genomic.fna.gz	dereplication_representative
Actinacidiphila reveromycinica SN-593	NZ_AP018365.1	2518007	2522037	6.1468	1	1	1	1	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	dereplication_representative
Actinacidiphila reveromycinica SN-593	NZ_AP018365.1	1387154	1390791	6.1421	1	1	1	1	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	dereplication_representative
Actinacidiphila reveromycinica SN-593	NZ_AP018365.1	7483705	7487815	6.1395	1	1	1	1	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	GCF_016756395.1_ASM1675639v1_genomic.fna.gz	dereplication_representative
Streptomyces bauhiniae NPDC047814	NZ_JBEYRW010000018.1	770	4503	6.1474	1	1	1	1	GCF_040704155.1_ASM4070415v1_genomic.fna.gz	GCF_040704155.1_ASM4070415v1_genomic.fna.gz	dereplication_representative
Streptomyces exfoliatus NPDC045705	NZ_JBEZAM010000001.1	302360	313924	6.1457	1	1	1	1	GCF_040646535.1_ASM4064653v1_genomic.fna.gz	GCF_040646535.1_ASM4064653v1_genomic.fna.gz	dereplication_representative
Streptomyces exfoliatus NPDC021015	NZ_JBIRQS010000008.1	161650	173060	6.1453	1	1	1	1	GCF_044333315.1_ASM4433331v1_genomic.fna.gz	GCF_044333315.1_ASM4433331v1_genomic.fna.gz	dereplication_representative
Streptomyces exfoliatus NRRL B-2924	NZ_JNZP01000005.1	275678	286984	6.1453	1	1	1	1	GCF_000725545.1_Doro.v1.0_genomic.fna.gz	GCF_044333315.1_ASM4433331v1_genomic.fna.gz	redundant
Streptomyces sp. f51 F51	NZ_CP149798.1	6099285	6103082	6.1474	1	1	1	1	GCF_037940415.1_ASM3794041v1_genomic.fna.gz	GCF_040680635.1_ASM4068063v1_genomic.fna.gz	redundant
Streptomyces luteogriseus W4I19-1	NZ_JAUSXZ010000001.1	1156198	1162721	4.0922	1	1	0	1	GCF_030816375.1_ASM3081637v1_genomic.fna.gz	GCF_030816375.1_ASM3081637v1_genomic.fna.gz	dereplication_representative
Streptomyces luteogriseus NPDC050326	NZ_JBITIX010000004.1	283590	290113	4.0926	1	1	0	1	GCF_044459425.1_ASM4445942v1_genomic.fna.gz	GCF_044459425.1_ASM4445942v1_genomic.fna.gz	dereplication_representative
Streptomyces cupreus PSKA01	NZ_JACMSF010000048.1	16873	21552	7.1372	1	1	1	1	GCF_014257025.1_ASM1425702v1_genomic.fna.gz	GCF_014257025.1_ASM1425702v1_genomic.fna.gz	dereplication_representative
Streptomyces spectabilis NPDC050532	NZ_JBFAJF010000055.1	3200	6919	6.1471	1	1	1	1	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	dereplication_representative
Streptomyces spectabilis NPDC050532	NZ_JBFAJF010000010.1	127174	130794	6.139	1	1	1	1	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	dereplication_representative
Streptomyces spectabilis NPDC050511	NZ_JBFAJI010000010.1	54375	58094	6.1471	1	1	1	1	GCF_040655135.1_ASM4065513v1_genomic.fna.gz	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	redundant
Streptomyces spectabilis NPDC050511	NZ_JBFAJI010000603.1	1068	4688	6.139	1	1	1	1	GCF_040655135.1_ASM4065513v1_genomic.fna.gz	GCF_040655055.1_ASM4065505v1_genomic.fna.gz	redundant
Streptomyces spectabilis JCM 4308	NZ_BMSQ01000018.1	176218	179849	6.1388	1	1	1	1	GCF_014649235.1_ASM1464923v1_genomic.fna.gz	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	redundant
Streptomyces spectabilis ATCC 27465	NZ_CP023690.1	4395528	4399159	6.1388	1	1	1	1	GCF_008704795.1_ASM870479v1_genomic.fna.gz	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	redundant
Streptomyces spectabilis CECT 3146	NZ_JACHJD010000010.1	329660	333291	6.1388	1	1	1	1	GCF_014203475.1_ASM1420347v1_genomic.fna.gz	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	redundant
Streptomyces spectabilis KCTC9218	NZ_JALDMZ010000001.1	4283314	4286945	6.1388	1	1	1	1	GCF_022698305.1_ASM2269830v1_genomic.fna.gz	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	redundant
Streptomyces spectabilis NPDC040948	NZ_JBEZCK010000010.1	95158	98789	6.1388	1	1	1	1	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	GCF_040647575.1_ASM4064757v1_genomic.fna.gz	dereplication_representative
Streptomyces cuspidosporus JCM 4316	NZ_BAAASD010000022.1	32499	39388	3.0986	1	1	0	1	GCF_039532705.1_ASM3953270v1_genomic.fna.gz	GCF_039532705.1_ASM3953270v1_genomic.fna.gz	dereplication_representative
Streptomyces cuspidosporus JCM 4316	NZ_BAAASD010000006.1	169729	173917	5.1051	0	1	1	1	GCF_039532705.1_ASM3953270v1_genomic.fna.gz	GCF_039532705.1_ASM3953270v1_genomic.fna.gz	dereplication_representative
Actinomadura bangladeshensis SID10258	NZ_JAAGLI010000570.1	18164	20942	5.1059	0	1	1	1	GCF_010548065.1_ASM1054806v1_genomic.fna.gz	GCF_010548065.1_ASM1054806v1_genomic.fna.gz	dereplication_representative
Actinomadura bangladeshensis JCM 13933	NZ_BAAAMX010000014.1	115568	118346	5.1077	0	1	1	1	GCF_039529495.1_ASM3952949v1_genomic.fna.gz	GCF_039529495.1_ASM3952949v1_genomic.fna.gz	dereplication_representative
Actinomadura bangladeshensis DSM 45347	NZ_SMJW01000008.1	14188	16966	5.1077	0	1	1	1	GCF_004348335.1_ASM434833v1_genomic.fna.gz	GCF_039529495.1_ASM3952949v1_genomic.fna.gz	redundant
Actinomadura bangladeshensis DSM 45347	NZ_SMJW01000005.1	33930	44259	3.0934	1	1	0	1	GCF_004348335.1_ASM434833v1_genomic.fna.gz	GCF_039529495.1_ASM3952949v1_genomic.fna.gz	readded_by_content
Micromonospora matsumotoense NPDC049254	NZ_JBFAQW010000019.1	30392	35198	6.1403	1	1	1	1	GCF_040678955.1_ASM4067895v1_genomic.fna.gz	GCF_040678955.1_ASM4067895v1_genomic.fna.gz	dereplication_representative
Micromonospora matsumotoense DSM 44100	NZ_FMCU01000013.1	32722	42994	5.1007	0	1	1	1	GCF_900091525.1_IMG-taxon_2622736591_annotated_assembly_genomic.fna.gz	GCF_900091525.1_IMG-taxon_2622736591_annotated_assembly_genomic.fna.gz	dereplication_representative
Streptomyces viridochromogenes JCM 4856	NZ_BAAASP010000007.1	61404	65097	6.1459	1	1	1	1	GCF_039532945.1_ASM3953294v1_genomic.fna.gz	GCF_040634355.1_ASM4063435v1_genomic.fna.gz	redundant
Streptomyces viridochromogenes NRRL B-24167	NZ_MUML01000033.1	3177	6870	6.1459	1	1	1	1	GCF_002156055.1_ASM215605v1_genomic.fna.gz	GCF_040634355.1_ASM4063435v1_genomic.fna.gz	redundant
Prauserella shujinwangii CGMCC 4.7125	NZ_PVNH01000001.1	612823	632161	5.1389	1	1	1	1	GCF_003001955.1_ASM300195v1_genomic.fna.gz	GCF_003001955.1_ASM300195v1_genomic.fna.gz	dereplication_representative
Streptomyces fradiae olg1-1	NZ_LGSP01000018.1	60070	63364	5.1066	0	1	1	1	GCF_001190165.1_ASM119016v1_genomic.fna.gz	GCF_001190165.1_ASM119016v1_genomic.fna.gz	dereplication_representative
Streptomyces fradiae Olg4R	NZ_MCNU01000030.1	24	3318	5.1066	0	1	1	1	GCF_001756925.1_ASM175692v1_genomic.fna.gz	GCF_001190165.1_ASM119016v1_genomic.fna.gz	redundant
Streptomyces actuosus VRA1	NZ_JAFFZS010000013.1	192182	196624	6.1491	1	1	1	1	GCF_016921115.1_ASM1692111v1_genomic.fna.gz	GCF_016921115.1_ASM1692111v1_genomic.fna.gz	dereplication_representative
Streptomyces actuosus ATCC 25421	NZ_CP029788.1	2501551	2505822	6.1451	1	1	1	1	GCF_003208035.1_ASM320803v1_genomic.fna.gz	GCF_040689175.1_ASM4068917v1_genomic.fna.gz	redundant
uncultured Streptomyces sp.	NZ_CANLBS010000001.1	313507	316368	5.104	0	1	1	1	GCF_947488945.1_3-371-J.fasta_genomic.fna.gz	GCF_947488945.1_3-371-J.fasta_genomic.fna.gz	dereplication_representative
Nocardia goodfellowii DSM 45516	NZ_JAGGMR010000001.1	4392374	4395959	6.1412	1	1	1	1	GCF_017875645.1_ASM1787564v1_genomic.fna.gz	GCF_017875645.1_ASM1787564v1_genomic.fna.gz	dereplication_representative
Actinacidiphila cocklensis	NZ_CAJSLV010000002.1	107028	110755	6.1442	1	1	1	1	GCF_907177275.1_Scock-DSM42063-v1_genomic.fna.gz	GCF_907177275.1_Scock-DSM42063-v1_genomic.fna.gz	dereplication_representative
Actinacidiphila cocklensis	NZ_CAJSLV010000001.1	398532	402202	6.1401	1	1	1	1	GCF_907177275.1_Scock-DSM42063-v1_genomic.fna.gz	GCF_907177275.1_Scock-DSM42063-v1_genomic.fna.gz	dereplication_representative
Streptomyces milbemycinicus NPDC021728	NZ_JBFACG010000009.1	32721	41386	6.1388	1	1	1	1	GCF_040640715.1_ASM4064071v1_genomic.fna.gz	GCF_040642135.1_ASM4064213v1_genomic.fna.gz	redundant
Streptomyces milbemycinicus NPDC020353	NZ_JBFAEV010000008.1	35777	44439	6.1387	1	1	1	1	GCF_040642135.1_ASM4064213v1_genomic.fna.gz	GCF_040642135.1_ASM4064213v1_genomic.fna.gz	dereplication_representative
Streptomyces milbemycinicus NPDC020863	NZ_JBJDQH010000005.1	696694	705359	6.1386	1	1	1	1	GCF_044903285.1_ASM4490328v1_genomic.fna.gz	GCF_040642135.1_ASM4064213v1_genomic.fna.gz	redundant
Streptomyces milbemycinicus SIPI-054	NZ_CP109672.1	7911947	7920577	6.1384	1	1	1	1	GCF_025908395.1_ASM2590839v1_genomic.fna.gz	GCF_002154605.1_ASM215460v1_genomic.fna.gz	redundant
Streptomyces milbemycinicus NRRL 5739	NZ_MUNE01000155.1	826	9456	6.1383	1	1	1	1	GCF_002154605.1_ASM215460v1_genomic.fna.gz	GCF_002154605.1_ASM215460v1_genomic.fna.gz	dereplication_representative
Streptomyces spororaveus JCM 6928	NZ_BAAATO010000005.1	191313	195901	6.1427	1	1	1	1	GCF_039533455.1_ASM3953345v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus NBRC 15456	NZ_BNED01000005.1	2286639	2291227	6.1427	1	1	1	1	GCF_016755875.1_ASM1675587v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus SC263	NZ_JAKGSF010000003.1	5855979	5860567	6.1428	1	1	1	1	GCF_023838445.1_ASM2383844v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus CGMCC 4.7101	NZ_JBHSPV010000002.1	289018	293606	6.1427	1	1	1	1	GCF_042658025.1_ASM4265802v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus NPDC020945	NZ_JBIRRI010000007.1	231048	235636	6.1427	1	1	1	1	GCF_044333635.1_ASM4433363v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus NPDC049866	NZ_JBITKX010000019.1	5003	9591	6.1427	1	1	1	1	GCF_044461445.1_ASM4446144v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces spororaveus NPDC006490	NZ_JBIAHL010000010.1	91099	95687	6.1427	1	1	1	1	GCF_042870575.1_ASM4287057v1_genomic.fna.gz	GCF_045208445.1_ASM4520844v1_genomic.fna.gz	redundant
Streptomyces nigra A90	NZ_JAYMRO010000002.1	553732	557424	6.1469	1	1	1	1	GCF_042325165.1_ASM4232516v1_genomic.fna.gz	GCF_042325165.1_ASM4232516v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC085993	NZ_JBFBJV010000017.1	1976	5669	6.1453	1	1	1	1	GCF_040686235.1_ASM4068623v1_genomic.fna.gz	GCF_040686235.1_ASM4068623v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra 452	NZ_CP029043.1	2865894	2869587	6.1461	1	1	1	1	GCF_003074055.1_ASM307405v1_genomic.fna.gz	GCF_042753135.1_ASM4275313v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC059404	NZ_JBHYWL010000104.1	1032	4725	6.1461	1	1	1	1	GCF_042751895.1_ASM4275189v1_genomic.fna.gz	GCF_042753135.1_ASM4275313v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC059281	NZ_JBHYYY010000003.1	93330	97023	6.1461	1	1	1	1	GCF_042753135.1_ASM4275313v1_genomic.fna.gz	GCF_042753135.1_ASM4275313v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC001053	NZ_JBIAYF010000002.1	1037	4730	6.1461	1	1	1	1	GCF_042897385.1_ASM4289738v1_genomic.fna.gz	GCF_042753135.1_ASM4275313v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC090060	NZ_JBIVEO010000001.1	1673	5368	6.1457	1	1	1	1	GCF_044747685.1_ASM4474768v1_genomic.fna.gz	GCF_044900185.1_ASM4490018v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC091064	NZ_JBIVWL010000002.1	93050	96745	6.1455	1	1	1	1	GCF_044768765.1_ASM4476876v1_genomic.fna.gz	GCF_044768765.1_ASM4476876v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC090061	NZ_JBJDMT010000004.1	93064	96759	6.1457	1	1	1	1	GCF_044900185.1_ASM4490018v1_genomic.fna.gz	GCF_044900185.1_ASM4490018v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NBC_00206	NZ_CP108125.1	2914849	2918544	6.1458	1	1	1	1	GCF_045206335.1_ASM4520633v1_genomic.fna.gz	GCF_045206335.1_ASM4520633v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra LM01	NZ_CP147865.1	4820005	4823702	6.1454	1	1	1	1	GCF_037413555.1_ASM3741355v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC047003	NZ_JBEYWB010000002.1	1805	5500	6.1454	1	1	1	1	GCF_040704515.1_ASM4070451v1_genomic.fna.gz	GCF_040704515.1_ASM4070451v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC051082	NZ_JBFBBV010000005.1	507908	511603	6.1454	1	1	1	1	GCF_040682885.1_ASM4068288v1_genomic.fna.gz	GCF_044900185.1_ASM4490018v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC091221	NZ_JBFBFX010000305.1	1130	4825	6.1453	1	1	1	1	GCF_040684395.1_ASM4068439v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC057056	NZ_JBHUSW010000001.1	1069	4766	6.1453	1	1	1	1	GCF_042673345.1_ASM4267334v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC057155	NZ_JBHUVL010000003.1	2002	5697	6.1453	1	1	1	1	GCF_042670385.1_ASM4267038v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC057392	NZ_JBHVBP010000008.1	93115	96810	6.1455	1	1	1	1	GCF_042668045.1_ASM4266804v1_genomic.fna.gz	GCF_042668045.1_ASM4266804v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC060192	NZ_JBHWZF010000293.1	68	2870	5.1132	0	1	1	1	GCF_042728505.1_ASM4272850v1_genomic.fna.gz	GCF_042728195.1_ASM4272819v1_genomic.fna.gz	readded_by_content
Streptomyces nigra NPDC060193	NZ_JBHWZG010000063.1	27835	31530	6.1454	1	1	1	1	GCF_042728195.1_ASM4272819v1_genomic.fna.gz	GCF_042728195.1_ASM4272819v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC127188	NZ_JBHXVD010000044.1	27655	31351	6.1454	1	1	1	1	GCF_042672535.1_ASM4267253v1_genomic.fna.gz	GCF_044987355.1_ASM4498735v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC058928	NZ_JBHYLD010000033.1	94193	97889	6.1453	1	1	1	1	GCF_042742195.1_ASM4274219v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC058917	NZ_JBHYLG010000028.1	97217	100914	6.1454	1	1	1	1	GCF_042742215.1_ASM4274221v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC058906	NZ_JBHYLN010000060.1	1029	4725	6.1453	1	1	1	1	GCF_042742335.1_ASM4274233v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC058905	NZ_JBHYLO010000017.1	1012	4710	6.1453	1	1	1	1	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	GCF_042742315.1_ASM4274231v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC058886	NZ_JBHYLZ010000025.1	26305	30001	6.1455	1	1	1	1	GCF_042743815.1_ASM4274381v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC001887	NZ_JBIATG010000003.1	93153	96849	6.1454	1	1	1	1	GCF_042891565.1_ASM4289156v1_genomic.fna.gz	GCF_001417695.1_ASM141769v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC001126	NZ_JBIAXZ010000002.1	92966	96663	6.1454	1	1	1	1	GCF_042897195.1_ASM4289719v1_genomic.fna.gz	GCF_042897195.1_ASM4289719v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC008321	NZ_JBIBFP010000002.1	882286	885982	6.1453	1	1	1	1	GCF_042956025.1_ASM4295602v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC048227	NZ_JBICZY010000001.1	879395	883091	6.1453	1	1	1	1	GCF_043202175.1_ASM4320217v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC085717	NZ_JBITSR010000006.1	93091	96787	6.1454	1	1	1	1	GCF_044540985.1_ASM4454098v1_genomic.fna.gz	GCF_044540985.1_ASM4454098v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC090118	NZ_JBIVDL010000001.1	1126	4822	6.1454	1	1	1	1	GCF_044747105.1_ASM4474710v1_genomic.fna.gz	GCF_044747105.1_ASM4474710v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC088545	NZ_JBIVMK010000007.1	295978	299673	6.1454	1	1	1	1	GCF_044753105.1_ASM4475310v1_genomic.fna.gz	GCF_044753105.1_ASM4475310v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC088542	NZ_JBIVMM010000002.1	939637	943332	6.1453	1	1	1	1	GCF_044753065.1_ASM4475306v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces nigra NPDC101136	NZ_JBIVYV010000007.1	350055	353750	6.1454	1	1	1	1	GCF_044759205.1_ASM4475920v1_genomic.fna.gz	GCF_044759205.1_ASM4475920v1_genomic.fna.gz	dereplication_representative
Streptomyces nigra NPDC058738	NZ_JBHYQK010000022.1	109075	112770	6.1452	1	1	1	1	GCF_042746935.1_ASM4274693v1_genomic.fna.gz	GCF_036815125.1_ASM3681512v1_genomic.fna.gz	redundant
Streptomyces solicavernae B-S-A8	NZ_JASCIR010000046.1	6193	9856	6.1451	1	1	1	1	GCF_029968095.1_ASM2996809v1_genomic.fna.gz	GCF_029968095.1_ASM2996809v1_genomic.fna.gz	dereplication_representative
Actinacidiphila alni NPDC046833	NZ_JBEYXX010000011.1	71381	75122	6.1444	1	1	1	1	GCF_040645295.1_ASM4064529v1_genomic.fna.gz	GCF_040645295.1_ASM4064529v1_genomic.fna.gz	dereplication_representative
Actinacidiphila alni CGMCC 4.3510	NZ_FONG01000016.1	18971	22695	6.1443	1	1	1	1	GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly_genomic.fna.gz	GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly_genomic.fna.gz	dereplication_representative
Actinacidiphila alni CGMCC 4.3510	NZ_FONG01000004.1	362639	366295	6.1475	1	1	1	1	GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly_genomic.fna.gz	GCF_900112845.1_IMG-taxon_2667527403_annotated_assembly_genomic.fna.gz	dereplication_representative
Actinacidiphila alni NPDC047030	NZ_JBEYVR010000002.1	285389	289117	6.1444	1	1	1	1	GCF_040704525.1_ASM4070452v1_genomic.fna.gz	GCF_040704525.1_ASM4070452v1_genomic.fna.gz	dereplication_representative
Actinacidiphila alni NPDC047030	NZ_JBEYVR010000001.1	1233812	1237494	6.1473	1	1	1	1	GCF_040704525.1_ASM4070452v1_genomic.fna.gz	GCF_040704525.1_ASM4070452v1_genomic.fna.gz	dereplication_representative
Kutzneria sp. NPDC051319	NZ_JBFBAM010000004.1	112541	129391	11.259	1	2	2	2	GCF_040682195.1_ASM4068219v1_genomic.fna.gz	GCF_040682195.1_ASM4068219v1_genomic.fna.gz	dereplication_representative
Kutzneria sp. NPDC052558	NZ_JBIUAG010000026.1	93435	99493	6.1413	1	1	1	1	GCF_044547355.1_ASM4454735v1_genomic.fna.gz	GCF_044547355.1_ASM4454735v1_genomic.fna.gz	dereplication_representative
Kutzneria sp. CA-103260	NZ_CP073318.1	1771383	1777281	6.1407	1	1	1	1	GCF_018263855.1_ASM1826385v1_genomic.fna.gz	GCF_018263855.1_ASM1826385v1_genomic.fna.gz	dereplication_representative
Streptomyces hyaluromycini NPDC000234	NZ_JBEPEK010000144.1	4346	8244	6.144	1	1	1	1	GCF_040300785.1_ASM4030078v1_genomic.fna.gz	GCF_040300785.1_ASM4030078v1_genomic.fna.gz	dereplication_representative
Streptomyces hyaluromycini NBRC 110483	NZ_BCFL01000042.1	62741	66339	6.1395	1	1	1	1	GCF_002217755.1_ASM221775v1_genomic.fna.gz	GCF_002217755.1_ASM221775v1_genomic.fna.gz	dereplication_representative
Streptomyces filamentosus NPDC035615	NZ_JBEZUY010000052.1	36519	41401	7.1382	1	1	1	1	GCF_040636655.1_ASM4063665v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	redundant
Streptomyces filamentosus NPDC035615	NZ_JBEZUY010000079.1	13804	17530	6.1467	1	1	1	1	GCF_040636655.1_ASM4063665v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	redundant
Streptomyces filamentosus NPDC035616	NZ_JBFAFE010000060.1	8016	12898	7.1382	1	1	1	1	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	dereplication_representative
Streptomyces filamentosus NPDC035616	NZ_JBFAFE010000062.1	13860	17586	6.1467	1	1	1	1	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	dereplication_representative
Streptomyces filamentosus NPDC012425	NZ_JBIBEV010000009.1	256986	261922	7.1376	1	1	1	1	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	dereplication_representative
Streptomyces filamentosus NPDC012425	NZ_JBIBEV010000001.1	1437974	1441703	6.1467	1	1	1	1	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	dereplication_representative
Streptomyces filamentosus NPDC091898	NZ_JBIVSX010000026.1	7994	12903	7.1376	1	1	1	1	GCF_044756405.1_ASM4475640v1_genomic.fna.gz	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	redundant
Streptomyces filamentosus NPDC091898	NZ_JBIVSX010000031.1	29370	33098	6.1467	1	1	1	1	GCF_044756405.1_ASM4475640v1_genomic.fna.gz	GCF_042955405.1_ASM4295540v1_genomic.fna.gz	redundant
Streptomyces filamentosus NPDC028614	NZ_JBJDPZ010000065.1	14158	19040	7.1382	1	1	1	1	GCF_044903225.1_ASM4490322v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	redundant
Streptomyces filamentosus NPDC028614	NZ_JBJDPZ010000021.1	110375	114101	6.1467	1	1	1	1	GCF_044903225.1_ASM4490322v1_genomic.fna.gz	GCF_040636645.1_ASM4063664v1_genomic.fna.gz	redundant
Streptomyces filamentosus JCM 4122	NZ_BNBE01000001.1	717278	722160	7.1379	1	1	1	1	GCF_014654895.1_ASM1465489v1_genomic.fna.gz	GCF_042431005.1_ASM4243100v1_genomic.fna.gz	redundant
Streptomyces filamentosus JCM 4122	NZ_BNBE01000001.1	229193	232920	6.1469	1	1	1	1	GCF_014654895.1_ASM1465489v1_genomic.fna.gz	GCF_042431005.1_ASM4243100v1_genomic.fna.gz	redundant
Streptomyces filamentosus JCM 4122	NZ_JBHMCL010000010.1	7698	12580	7.1379	1	1	1	1	GCF_042431005.1_ASM4243100v1_genomic.fna.gz	GCF_042431005.1_ASM4243100v1_genomic.fna.gz	dereplication_representative
