JSWS02000001.1	GCA_000772595.2
ABWQAR010000001.1	GCA_045779445.1
ABWQAS010000001.1	GCA_045779465.1
ABWQAZ010000001.1	GCA_045780555.1
ABWQBL010000001.1	GCA_045781845.1
ABWQBY010000001.1	GCA_045782635.1
ABWQCA010000001.1	GCA_045782755.1
ABWQGT010000001.1	GCA_045790065.1
ABWQKQ010000001.1	GCA_045794045.1
ABWQKR010000001.1	GCA_045794065.1
ABWQKT010000001.1	GCA_045794105.1
ABWQKW010000001.1	GCA_045794245.1
ABWQKV010000001.1	GCA_045794275.1
DBDISE010000001.1	GCA_045896455.1
DBDISK010000001.1	GCA_045896655.1
DBDISM010000001.1	GCA_045896695.1
DBDISN010000001.1	GCA_045896755.1
DBDISO010000001.1	GCA_045896775.1
DBDISR010000001.1	GCA_045896875.1
DBDISQ010000001.1	GCA_045896895.1
DBDISP010000001.1	GCA_045896915.1
DBDISS010000001.1	GCA_045896975.1
DBDISW010000001.1	GCA_045897085.1
DBDISV010000001.1	GCA_045897155.1
DBDISX010000001.1	GCA_045897175.1
DBDITA010000001.1	GCA_045897215.1
DBDISY010000001.1	GCA_045897285.1
DBDITC010000001.1	GCA_045897355.1
DBDITE010000001.1	GCA_045897475.1
DBDITF010000001.1	GCA_045897535.1
DBDITI010000001.1	GCA_045897565.1
DBDITY010000001.1	GCA_045898295.1
ABWQTW010000001.1	GCA_045902775.1
ABWQUA010000001.1	GCA_045921405.1
ABWQUB010000001.1	GCA_045922485.1
DBDLBL010000001.1	GCA_045942465.1
ABWQVU010000001.1	GCA_045967275.1
ABWQXK010000001.1	GCA_045977135.1
ABWQXI010000001.1	GCA_045977155.1
ABWQXJ010000001.1	GCA_045977175.1
ABWQXN010000001.1	GCA_045977235.1
ABWQXL010000001.1	GCA_045977275.1
ABWQXM010000001.1	GCA_045977295.1
ABWQXS010000001.1	GCA_045978215.1
ABWRBM010000001.1	GCA_045991985.1
ABWTFV010000001.1	GCA_046053265.1
DBDISG010000005.1	GCA_046056665.1
ABWTNL010000001.1	GCA_046061165.1
ABWTNN010000001.1	GCA_046061205.1
ABWTNM010000001.1	GCA_046061215.1
ABWTNO010000001.1	GCA_046061245.1
ABWTNP010000001.1	GCA_046061265.1
DBDOZG010000002.1	GCA_046099855.1
DBDOZH010000003.1	GCA_046099895.1
DBDPBO010000002.1	GCA_046101125.1
DBDPCC010000002.1	GCA_046101375.1
ABWTPS010000001.1	GCA_046120415.1
ABWUDR010000001.1	GCA_046135045.1
ABWUJL010000001.1	GCA_046138025.1
ABWUKM010000001.1	GCA_046138945.1
ABWUKP010000001.1	GCA_046139945.1
ABWUKO010000001.1	GCA_046139965.1
ABWUKN010000001.1	GCA_046140145.1
ABWULQ010000001.1	GCA_046153205.1
ABWULZ010000001.1	GCA_046160605.1
DBDSNT010000002.1	GCA_046174365.1
DBDSOG010000002.1	GCA_046174625.1
ABWUOB010000002.1	GCA_046174775.1
ABWUOC010000001.1	GCA_046174845.1
DBDSYI010000113.1	GCA_046180855.1
DBDSYK010000004.1	GCA_046180915.1
DBDSYS010000003.1	GCA_046181045.1
DBDSYQ010000069.1	GCA_046181065.1
DBDSYU010000030.1	GCA_046181105.1
DBDSYR010000002.1	GCA_046181125.1
DBDSZS010000013.1	GCA_046181585.1
DBDTAI010000048.1	GCA_046181935.1
DBDTBD010000069.1	GCA_046182305.1
DBDTBU010000002.1	GCA_046182805.1
DBDTCF010000010.1	GCA_046182985.1
DBDTDJ010000002.1	GCA_046183585.1
DBDTFI010000002.1	GCA_046184645.1
DBDTGC010000002.1	GCA_046194825.1
DBDTHY010000002.1	GCA_046195825.1
DBDTID010000002.1	GCA_046195915.1
DBDTIF010000002.1	GCA_046196065.1
DBDTLJ010000009.1	GCA_046197315.1
DBDTMB010000003.1	GCA_046197635.1
DBDTVC010000005.1	GCA_046203125.1
DBDTUX010000002.1	GCA_046203145.1
DBDTVE010000003.1	GCA_046203235.1
ABWXAN010000001.1	GCA_046242555.1
ABWXCF010000001.1	GCA_046243815.1
JBJYSL010000001.1	GCA_046246525.1
JBJYSK010000002.1	GCA_046246545.1
JBJYSN010000001.1	GCA_046246605.1
ABWXFJ010000001.1	GCA_046255965.1
ABWXFP010000001.1	GCA_046256105.1
ABWXPQ010000001.1	GCA_046268105.1
ABWXWI010000001.1	GCA_046335435.1
ABWXWK010000001.1	GCA_046335455.1
ABWXWH010000088.1	GCA_046335495.1
ABWXWL010000001.1	GCA_046335615.1
ABWYHO010000001.1	GCA_046446185.1
ABWYHU010000003.1	GCA_046446625.1
ABWYLQ010000004.1	GCA_046456935.1
ABWYLP010000004.1	GCA_046456955.1
ABWYMY010000001.1	GCA_046459615.1
LR134088.1	GCA_900635275.1
CAIHAC010000001.1	GCA_903800575.1
CAIHOM010000001.1	GCA_903804315.1
CAIHQY010000001.1	GCA_903804955.1
CAIIML010000001.1	GCA_903810555.1
NC_002973.6	GCF_000008285.1
NC_007622.1	GCF_000009005.1
NC_013893.1	GCF_000025085.1
NC_012488.1	GCF_000026705.1
NC_017338.2	GCF_000144955.2
NZ_GG697985.1	GCF_000153665.1
NZ_KI391978.1	GCF_000161915.2
GG698761.1	GCF_000162255.1
GG704607.1	GCF_000162315.1
GL531736.1	GCF_000165885.1
AADR01000004.1	GCF_000167155.1
NZ_AARP04000005.1	GCF_000168515.1
AARR02000006.1	GCF_000168555.1
CM001052.1	GCF_000183965.1
NZ_GL622352.1	GCF_000185485.1
NC_018587.1	GCF_000197755.2
NC_018591.1	GCF_000210795.2
NZ_AHLK01000012.1	GCF_000247225.1
NC_017728.1	GCF_000258905.1
NC_017353.1	GCF_000270465.1
NZ_ALJK01000010.1	GCF_000285995.1
NZ_JH932290.1	GCF_000301115.1
NZ_JH932274.1	GCF_000301135.1
NC_018642.1	GCF_000307085.1
NC_018585.1	GCF_000307615.1
NZ_KB373323.1	GCF_000316075.2
NC_019556.1	GCF_000318055.1
NZ_ANAP01000078.1	GCF_000333915.1
NZ_KB946335.1	GCF_000394055.1
NZ_KE136371.1	GCF_000406985.1
NZ_KE136472.1	GCF_000407145.1
NC_021838.1	GCF_000438585.1
NC_021825.2	GCF_000438665.2
NC_021826.1	GCF_000438685.2
NC_021839.1	GCF_000438705.2
NC_021827.1	GCF_000438725.2
NC_021840.1	GCF_000438745.2
NZ_AVQM01000012.1	GCF_000465735.1
NZ_AVQN01000003.1	GCF_000465755.1
NZ_AVQO01000006.1	GCF_000465775.1
NZ_AVQP01000005.1	GCF_000465795.1
NZ_AVQQ01000017.1	GCF_000465815.1
CP079206.1	GCF_000466885.3
NZ_CP006874.1	GCF_000513615.1
NZ_KI978395.1	GCF_000542395.1
NZ_CP007210.1	GCF_000568935.1
NZ_CP007492.1	GCF_000600015.1
NZ_JIBS01000001.1	GCF_000649085.1
NZ_JIBR01000012.1	GCF_000649125.1
NZ_CP007600.2	GCF_000681515.2
NZ_JFBD01000095.1	GCF_000709085.1
NZ_JOWN01000010.1	GCF_000726075.1
NZ_JOWM01000011.1	GCF_000726225.1
NZ_JOXJ01000011.1	GCF_000726355.1
NZ_JOWY01000010.1	GCF_000726425.1
NZ_JOWV01000011.1	GCF_000726525.1
NZ_JOWU01000034.1	GCF_000726545.1
NZ_JOWW01000005.1	GCF_000726555.1
NZ_JOXL01000011.1	GCF_000726635.1
NZ_JOXS01000011.1	GCF_000726685.1
NZ_JOXO01000008.1	GCF_000726725.1
NZ_JOYE01000011.1	GCF_000726845.1
NZ_JOYG01000010.1	GCF_000726915.1
JOYI01000011.1	GCF_000726925.1
NZ_JOXU01000011.1	GCF_000727095.1
NZ_JOXW01000011.1	GCF_000727125.1
NZ_JOYA01000010.1	GCF_000727145.1
NZ_JOXV01000019.1	GCF_000727165.1
NZ_JOYL01000011.1	GCF_000727175.1
NZ_JOYK01000011.1	GCF_000727205.1
NZ_JPAC01000037.1	GCF_000727565.1
NZ_JOZU01000010.1	GCF_000727635.1
NZ_JOZN01000010.1	GCF_000727805.1
NZ_JPAA01000011.1	GCF_000727925.1
NZ_JPAP01000020.1	GCF_000727995.1
NZ_JPAO01000023.1	GCF_000728065.1
NZ_JPAN01000017.1	GCF_000728105.1
NZ_JPAM01000021.1	GCF_000728125.1
NZ_JPAY01000009.1	GCF_000728205.1
NZ_JPAX01000009.1	GCF_000728245.1
NZ_JPAK01000011.1	GCF_000728465.1
NZ_JPAT01000028.1	GCF_000728485.1
NZ_JPBL01000008.1	GCF_000728765.1
NZ_JPBG01000009.1	GCF_000728775.1
NZ_JPBK01000011.1	GCF_000728825.1
NZ_JPBI01000009.1	GCF_000728885.1
NZ_JPBV01000101.1	GCF_000728935.1
NZ_JPBW01000011.1	GCF_000728945.1
NZ_JPBX01000011.1	GCF_000728975.1
NZ_JPCI01000041.1	GCF_000729055.1
NZ_JPCM01000028.1	GCF_000729125.1
NZ_JPDA01000011.1	GCF_000729145.1
NZ_JPCH01000011.1	GCF_000729235.1
NZ_JPCJ01000038.1	GCF_000729245.1
NZ_JPCE01000008.1	GCF_000729285.1
NZ_JPCN01000022.1	GCF_000729325.1
NZ_JPCZ01000011.1	GCF_000729445.1
NZ_JPCY01000002.1	GCF_000729475.1
NZ_CCEL01000003.1	GCF_000751255.1
NZ_CCEN01000001.1	GCF_000751495.1
CCEP01000001.1	GCF_000752015.1
JQGI01000001.1	GCF_000763125.1
NZ_JPIW01000010.1	GCF_000764125.1
NZ_JRYX01000002.1	GCF_000773035.1
NZ_CP009897.1	GCF_000800335.1
NZ_APIC01000003.1	GCF_000801395.1
NZ_APIH01000001.1	GCF_000801485.1
NZ_JUKE01000007.1	GCF_000806395.1
NZ_CP010346.1	GCF_000808055.1
NZ_JZIO01000002.1	GCF_000949555.1
NZ_JZIP01000002.1	GCF_000949575.1
NZ_JZIQ01000002.1	GCF_000949585.1
NZ_CP011004.1	GCF_000950775.1
NZ_JYOT01000020.1	GCF_000960155.1
NZ_JZCU01000015.1	GCF_000960735.1
LATU01000003.1	GCF_000972565.1
LATV01000010.1	GCF_000972575.1
BAZC01000034.1	GCF_000974325.1
NZ_BAZD01000003.1	GCF_000974345.1
NZ_CP012021.2	GCF_001047715.2
NZ_JVTT01000025.1	GCF_001061555.1
NZ_CP026043.1	GCF_001188025.2
NZ_CP030101.1	GCF_001188045.2
NZ_LHSC01000001.1	GCF_001257505.1
NZ_LHSB01000001.1	GCF_001257515.1
NZ_LHSD01000001.1	GCF_001257525.1
NZ_LHSF01000001.1	GCF_001257575.1
NZ_LHRY01000001.1	GCF_001257585.1
NZ_LHRZ01000001.1	GCF_001257595.1
NZ_LHSA01000001.1	GCF_001257635.1
LHRX02000001.1	GCF_001257675.2
NZ_LFVS02000022.1	GCF_001273505.1
NZ_LFVT02000017.1	GCF_001273535.1
NZ_LIKU01000017.1	GCF_001399905.1
AZCW01000098.1	GCF_001434005.1
NZ_AZGN01000002.1	GCF_001435325.1
NZ_LMXJ01000001.1	GCF_001447225.1
NZ_CP013285.1	GCF_001454845.1
LJPD01000008.1	GCF_001463975.1
LJPF01000010.1	GCF_001463985.1
NZ_JPTW01000001.1	GCF_001466265.1
NZ_JMUA01000018.1	GCF_001468565.1
NZ_LNOC01000007.1	GCF_001481805.1
NZ_LNOE01000018.1	GCF_001481815.1
NZ_LNNQ01000012.1	GCF_001481955.1
NZ_LNNW01000005.1	GCF_001482055.1
NZ_LNNV01000004.1	GCF_001482075.1
NZ_LNNX01000011.1	GCF_001482095.1
NZ_LNOA01000005.1	GCF_001482135.1
NZ_LNOB01000009.1	GCF_001482155.1
NZ_CWLQ01000058.1	GCF_001488255.1
NZ_CWNI01000328.1	GCF_001488275.1
NZ_CWLC01000029.1	GCF_001490075.1
NZ_CWLK01000051.1	GCF_001494195.1
NZ_CWLM01000073.1	GCF_001495075.1
NZ_CWMK01000217.1	GCF_001495455.1
NZ_CWMK01000198.1	GCF_001495455.1
NZ_CWKN01000007.1	GCF_001495495.1
NZ_CWNA01000096.1	GCF_001497635.1
NZ_CWLA01000060.1	GCF_001497815.1
LJGQ01000014.1	GCF_001541405.1
LJOK01000013.1	GCF_001541515.1
NZ_LJOM01000105.1	GCF_001541535.1
NZ_BCQB01000078.1	GCF_001544215.1
NZ_LJDA01000103.1	GCF_001546025.1
NZ_KQ957362.1	GCF_001546615.1
NZ_LNPM01000002.1	GCF_001555535.1
NZ_LNPO01000007.1	GCF_001555575.1
NZ_LNPP01000001.1	GCF_001555585.1
NZ_LNPQ01000008.1	GCF_001555605.1
NZ_LNPN01000002.1	GCF_001555655.1
NZ_LNSM01000006.1	GCF_001557595.1
NZ_LNSO01000004.1	GCF_001557605.1
NZ_LNSN01000006.1	GCF_001557615.1
NZ_LNSL01000026.1	GCF_001557625.1
NZ_LNSQ01000002.1	GCF_001557675.1
NZ_LNSR01000003.1	GCF_001557685.1
NZ_LNSP01000005.1	GCF_001557705.1
NZ_CP014022.1	GCF_001558775.1
NZ_CP014023.2	GCF_001558815.2
NZ_KQ961541.1	GCF_001563615.1
NZ_KQ961545.1	GCF_001563615.1
CYUP01000003.1	GCF_001564495.1
CYUS01000003.1	GCF_001564535.1
CYUT01000003.1	GCF_001564555.1
CYUZ01000006.1	GCF_001564635.1
CYVC01000008.1	GCF_001564715.1
CYVI01000003.1	GCF_001564815.1
CYVL01000006.1	GCF_001564835.1
CYVS01000003.1	GCF_001564855.1
CYVM01000006.1	GCF_001564915.1
CYVO01000002.1	GCF_001564955.1
CYWD01000003.1	GCF_001565235.1
CYWI01000011.1	GCF_001565315.1
CYWK01000002.1	GCF_001565355.1
CYWR01000004.1	GCF_001565435.1
CYWW02000006.1	GCF_001565535.2
CYXC01000004.1	GCF_001565635.1
NZ_LSPU01000001.1	GCF_001577855.1
NZ_LSPV01000001.1	GCF_001577885.1
NZ_LUEP01000001.1	GCF_001583105.1
NZ_LUEO01000001.1	GCF_001583125.1
NZ_LUEN01000001.1	GCF_001583155.1
NZ_LUEM01000001.1	GCF_001583175.1
NZ_LUEL01000001.1	GCF_001583185.1
NZ_LUEE01000001.1	GCF_001583335.1
NZ_LQYJ01000039.1	GCF_001587275.1
NZ_LQYT01000009.1	GCF_001587535.1
NZ_LRMY01000020.1	GCF_001639785.1
NZ_CP015646.1	GCF_001656075.1
NZ_MAQG01000003.1	GCF_001681075.1
NZ_MAQR01000124.1	GCF_001681175.1
NZ_MDFB01000015.1	GCF_001708705.1
NZ_MDFA01000014.1	GCF_001708765.1
NZ_MDFC01000013.1	GCF_001708795.1
NZ_MDEY01000016.1	GCF_001708865.1
NZ_MDMR01000014.1	GCF_001709385.1
NZ_MDMQ01000020.1	GCF_001709445.1
NZ_MDMO01000014.1	GCF_001709485.1
NZ_MDMM01000016.1	GCF_001709705.1
NZ_MDRF01000017.1	GCF_001710015.1
NZ_MDRB01000012.1	GCF_001710085.1
NZ_MDRL01000014.1	GCF_001710095.1
NZ_MDQG01000015.1	GCF_001710365.1
NZ_MDQF01000017.1	GCF_001710375.1
NZ_MDQD01000009.1	GCF_001710455.1
NZ_MDPX01000016.1	GCF_001710525.1
NZ_MDPU01000015.1	GCF_001710785.1
NZ_MDOV01000141.1	GCF_001710805.1
NZ_MDPT01000011.1	GCF_001710845.1
NZ_MDPY01000020.1	GCF_001710855.1
NZ_MDPV01000013.1	GCF_001711015.1
NZ_MDPJ01000013.1	GCF_001711055.1
NZ_MDPF01000013.1	GCF_001711085.1
NZ_MDPC01000011.1	GCF_001711145.1
NZ_MDPR01000008.1	GCF_001711185.1
NZ_MDPI01000013.1	GCF_001711215.1
NZ_MDQC01000014.1	GCF_001711325.1
NZ_MDOZ01000010.1	GCF_001711425.1
NZ_MDQA01000015.1	GCF_001712375.1
NZ_MIJY01000006.1	GCF_001730305.1
NZ_MIMA01000008.1	GCF_001746885.1
NZ_MJSH01000014.1	GCF_001749965.1
NZ_MJSI01000024.1	GCF_001751405.1
NZ_MJSL01000029.1	GCF_001751435.1
NZ_MJSM01000009.1	GCF_001751445.1
NZ_MJSJ01000017.1	GCF_001751455.1
NZ_MJSN01000021.1	GCF_001751505.1
NZ_MJSQ01000025.1	GCF_001751545.1
NZ_MJSR01000026.1	GCF_001751585.1
NZ_MJSS01000031.1	GCF_001751605.1
NZ_MJSU01000016.1	GCF_001751635.1
NZ_MJSY01000017.1	GCF_001751705.1
NZ_MJTA01000010.1	GCF_001751765.1
NZ_MJTC01000018.1	GCF_001751785.1
NZ_MJTG01000018.1	GCF_001751865.1
NZ_MJTH01000017.1	GCF_001751885.1
NZ_MJTL01000017.1	GCF_001751975.1
NZ_MJTM01000018.1	GCF_001752005.1
NZ_MJTO01000013.1	GCF_001752045.1
NZ_MJTQ01000016.1	GCF_001752075.1
NZ_MJTV01000013.1	GCF_001752175.1
NZ_MJTX01000015.1	GCF_001752225.1
NZ_MJTY01000018.1	GCF_001752245.1
NZ_MJUB01000017.1	GCF_001752305.1
NZ_MJCM01000014.1	GCF_001758985.1
NZ_MJCN01000017.1	GCF_001758995.1
NZ_MJCO01000012.1	GCF_001759025.1
NZ_MJCP01000013.1	GCF_001759035.1
NZ_MJCR01000015.1	GCF_001759075.1
NZ_MJCS01000014.1	GCF_001759095.1
NZ_MJCU01000014.1	GCF_001759145.1
NZ_MJCW01000013.1	GCF_001759185.1
NZ_MJCZ01000017.1	GCF_001759235.1
NZ_MJDA01000014.1	GCF_001759265.1
NZ_MJDB01000010.1	GCF_001759275.1
NZ_MJDC01000017.1	GCF_001759305.1
NZ_MJDD01000010.1	GCF_001759315.1
NZ_MJDE01000020.1	GCF_001759345.1
NZ_MJDF01000015.1	GCF_001759355.1
NZ_MJDG01000021.1	GCF_001759385.1
NZ_MJDH01000031.1	GCF_001759395.1
NZ_MKMD01000015.1	GCF_001759415.1
NZ_MKME01000021.1	GCF_001759435.1
NZ_MKMI01000014.1	GCF_001759515.1
NZ_MKMM01000023.1	GCF_001759605.1
NZ_MKMN01000020.1	GCF_001759625.1
NZ_MKMP01000012.1	GCF_001759665.1
NZ_MKMR01000014.1	GCF_001759705.1
NZ_MKMX01000021.1	GCF_001759825.1
NZ_MKND01000018.1	GCF_001759945.1
NZ_MKNO01000015.1	GCF_001760155.1
NZ_MKOB01000029.1	GCF_001760415.1
NZ_MKOP01000033.1	GCF_001760695.1
NZ_MKOQ01000019.1	GCF_001760725.1
NZ_MKOR01000038.1	GCF_001760735.1
NZ_MKOT01000014.1	GCF_001760775.1
NZ_MKOV01000018.1	GCF_001760815.1
NZ_MKOW01000023.1	GCF_001760845.1
NZ_MKOX01000020.1	GCF_001760855.1
NZ_MKOY01000023.1	GCF_001760885.1
NZ_MKOZ01000020.1	GCF_001760895.1
NZ_MKPA01000009.1	GCF_001760925.1
NZ_MKPB01000014.1	GCF_001760935.1
NZ_MKPE01000012.1	GCF_001761005.1
NZ_MKPI01000011.1	GCF_001761085.1
NZ_MKPK01000011.1	GCF_001761125.1
NZ_MKPQ01000032.1	GCF_001761245.1
NZ_KV794617.1	GCF_001808805.1
NZ_KV795710.1	GCF_001809105.1
NZ_KV799491.1	GCF_001809965.1
NZ_KV799542.1	GCF_001810005.1
NZ_KV807464.1	GCF_001812005.1
NZ_KV808842.1	GCF_001812415.1
NZ_KV809470.1	GCF_001812565.1
NZ_KV812582.1	GCF_001813455.1
NZ_KV812761.1	GCF_001813495.1
NZ_KV814444.1	GCF_001813905.1
NZ_KV817162.1	GCF_001814565.1
NZ_MJND01000025.1	GCF_001817895.1
MJNE01000016.1	GCF_001825735.1
NZ_MJNJ01000013.1	GCF_001825825.1
NZ_MJNT01000016.1	GCF_001826025.1
NZ_MJNW01000014.1	GCF_001826095.1
NZ_MJNZ01000015.1	GCF_001826155.1
NZ_MJOC01000014.1	GCF_001826215.1
NZ_MJOL01000013.1	GCF_001826335.1
NZ_MJOQ01000017.1	GCF_001826425.1
NZ_MJOW01000016.1	GCF_001826555.1
NZ_MJOX01000027.1	GCF_001826565.1
NZ_MJPR01000012.1	GCF_001826975.1
NZ_MJPW01000022.1	GCF_001827065.1
NZ_MJQJ01000044.1	GCF_001827335.1
NZ_MJQN01000013.1	GCF_001827415.1
NZ_MJQQ01000013.1	GCF_001827465.1
NZ_MJRK01000016.1	GCF_001827795.1
NZ_MJRM01000016.1	GCF_001827805.1
NZ_MJRN01000017.1	GCF_001827855.1
NZ_MJRO01000019.1	GCF_001827875.1
NZ_MJRQ01000014.1	GCF_001827905.1
NZ_MJRS01000016.1	GCF_001827955.1
NZ_MJRU01000013.1	GCF_001827995.1
NZ_MJRW01000015.1	GCF_001828035.1
NZ_MJSB01000012.1	GCF_001828135.1
NZ_MJSD01000018.1	GCF_001828165.1
NZ_MJSE01000019.1	GCF_001828195.1
NZ_KV826597.1	GCF_001835975.1
NZ_KV828025.1	GCF_001836305.1
NZ_KV828746.1	GCF_001836475.1
NZ_KV828982.1	GCF_001836545.1
NZ_KV830292.1	GCF_001836725.1
NZ_KV830673.1	GCF_001836835.1
NZ_KV830801.1	GCF_001836885.1
NZ_KV830854.1	GCF_001836895.1
NZ_KV830918.1	GCF_001836955.1
NZ_KV831174.1	GCF_001837025.1
NZ_KV831208.1	GCF_001837045.1
NZ_KV831395.1	GCF_001837105.1
NZ_KV831559.1	GCF_001837145.1
NZ_KV831596.1	GCF_001837155.1
NZ_KV832751.1	GCF_001837525.1
NZ_KV832945.1	GCF_001837575.1
NZ_KV839521.1	GCF_001838955.1
NZ_KV840185.1	GCF_001839145.1
NZ_KV840608.1	GCF_001839245.1
NZ_KV840817.1	GCF_001839265.1
NZ_KV840970.1	GCF_001839345.1
NZ_KV840939.1	GCF_001839355.1
NZ_KV841249.1	GCF_001839425.1
NZ_MLQF01000001.1	GCF_001855115.1
NZ_MNCC01000021.1	GCF_001866365.1
NZ_MNCD01000013.1	GCF_001866435.1
NZ_MLFL01000007.1	GCF_001866565.1
NZ_MPBE01000005.1	GCF_001880165.1
NZ_JXKJ01000008.1	GCF_001885825.1
NZ_JXLF01000028.1	GCF_001886275.1
NZ_MRYJ01000040.1	GCF_001911415.1
NZ_MSFG01000013.1	GCF_001921675.1
NZ_LYXY01000001.1	GCF_001922515.1
NZ_MSKZ01000008.1	GCF_001937475.1
NZ_MSKY01000012.1	GCF_001937595.1
NZ_MSLA01000013.1	GCF_001937605.1
NZ_MSLB01000021.1	GCF_001937615.1
NZ_MSKX01000028.1	GCF_001937735.1
NZ_MSRH01000001.1	GCF_001956355.1
NZ_MSRJ01000012.1	GCF_001956365.1
NZ_MSRI01000003.1	GCF_001956415.1
NZ_MSRL01000024.1	GCF_001956445.1
NZ_MSRM01000009.1	GCF_001956475.1
NZ_MSRO01000002.1	GCF_001956485.1
NZ_MSRQ01000012.1	GCF_001956505.1
NZ_MSRP01000003.1	GCF_001956515.1
NZ_MSRS01000011.1	GCF_001956555.1
NZ_MSRU01000016.1	GCF_001956565.1
NZ_MSRN01000002.1	GCF_001956575.1
NZ_MSRR01000011.1	GCF_001956585.1
NZ_MSRT01000011.1	GCF_001956635.1
NZ_LWAN01000045.1	GCF_001969635.1
NZ_CP019616.1	GCF_001998985.1
NZ_CP019620.1	GCF_001999065.1
NZ_CP019625.1	GCF_001999165.1
NZ_MUZG01000002.1	GCF_002027805.1
NZ_MVED01000003.1	GCF_002027825.1
NZ_MVEE01000002.1	GCF_002027845.1
NZ_MVEH01000003.1	GCF_002027865.1
NZ_MVEK01000002.1	GCF_002027925.1
NZ_MVEM01000004.1	GCF_002027965.1
NZ_MVEN01000003.1	GCF_002027985.1
NZ_MVEP01000003.1	GCF_002028025.1
NZ_MVEG01000002.1	GCF_002028035.1
NZ_MVET01000005.1	GCF_002028125.1
NZ_MVEU01000004.1	GCF_002028145.1
NZ_MVEY01000004.1	GCF_002028235.1
NZ_MVEF01000007.1	GCF_002029185.1
NZ_CP020406.2	GCF_002073395.2
NZ_NAOL01000012.1	GCF_002081465.1
NZ_NBIN01000008.1	GCF_002086985.1
NZ_NARH01000096.1	GCF_002088015.1
NZ_CP020761.1	GCF_002096075.1
NZ_CP020762.1	GCF_002096115.1
NZ_CP020763.1	GCF_002096135.1
NZ_CP020735.1	GCF_002096155.1
NZ_CP020768.1	GCF_002096975.1
NZ_CP020764.1	GCF_002097035.1
NZ_NAIV01000097.1	GCF_002097615.1
NZ_CP020774.1	GCF_002101275.1
NZ_CP020769.1	GCF_002104555.1
NZ_NAUQ01000001.1	GCF_002114855.1
NZ_NAUR01000001.1	GCF_002114885.1
NZ_NAUS01000001.1	GCF_002114905.1
NZ_NAUT01000011.1	GCF_002114915.1
NZ_NAUU01000016.1	GCF_002114945.1
NZ_NAUV01000001.1	GCF_002114965.1
NZ_NAUW01000001.1	GCF_002114975.1
NZ_NAUX01000001.1	GCF_002115005.1
NZ_NAUY01000001.1	GCF_002115025.1
NZ_NAUZ01000001.1	GCF_002115035.1
NZ_NAVA01000019.1	GCF_002115065.1
NZ_MTDL01000015.1	GCF_002131885.1
NZ_MTDK01000001.1	GCF_002131895.1
NZ_MTCL01000005.1	GCF_002131935.1
NZ_MTFL01000003.1	GCF_002131965.1
NZ_MTFM01000002.1	GCF_002131975.1
NZ_MTFJ01000002.1	GCF_002132005.1
NZ_MTFK01000007.1	GCF_002132025.1
NZ_MTDI01000003.1	GCF_002132045.1
NZ_MTFR01000001.1	GCF_002132055.1
NZ_MTEZ01000007.1	GCF_002132085.1
NZ_MTDH01000004.1	GCF_002132095.1
NZ_MTDE01000001.1	GCF_002132125.1
NZ_MTFP01000001.1	GCF_002132135.1
NZ_MTDG01000001.1	GCF_002132165.1
NZ_MTFG01000001.1	GCF_002132185.1
NZ_MTFI01000002.1	GCF_002132195.1
NZ_MTDN01000001.1	GCF_002132205.1
NZ_MTDV01000001.1	GCF_002132245.1
NZ_MTDW01000001.1	GCF_002132255.1
NZ_MTDP01000002.1	GCF_002132265.1
NZ_MTDJ01000001.1	GCF_002132305.1
NZ_MTFO01000001.1	GCF_002132325.1
NZ_MTDM01000005.1	GCF_002132335.1
NZ_MTFA01000008.1	GCF_002132365.1
NZ_MTFN01000001.1	GCF_002132385.1
NZ_MTFF01000003.1	GCF_002132405.1
NZ_MTDF01000002.1	GCF_002132415.1
NZ_MTDO01000002.1	GCF_002132465.1
NZ_MTDQ01000004.1	GCF_002132475.1
NZ_MTDS01000001.1	GCF_002132505.1
NZ_MTDR01000003.1	GCF_002132515.1
NZ_MTDU01000001.1	GCF_002132545.1
NZ_MTDT01000002.1	GCF_002132565.1
NZ_MTFB01000024.1	GCF_002132575.1
NZ_MTFC01000004.1	GCF_002132585.1
NZ_MTFD01000009.1	GCF_002132625.1
NZ_MTQQ01000020.1	GCF_002132645.1
NZ_MTQR01000010.1	GCF_002132655.1
NZ_MTQT01000005.1	GCF_002132685.1
NZ_MTJK01000010.1	GCF_002132705.1
NZ_MTQW01000001.1	GCF_002132715.1
NZ_MTQX01000007.1	GCF_002132735.1
NZ_MTQZ01000003.1	GCF_002132765.1
NZ_MTQS01000001.1	GCF_002132785.1
NZ_MTJE01000006.1	GCF_002132805.1
NZ_MTJF01000002.1	GCF_002132815.1
NZ_MTJG01000003.1	GCF_002132835.1
NZ_MTJH01000002.1	GCF_002132865.1
NZ_MTQU01000004.1	GCF_002132885.1
NZ_MTJI01000004.1	GCF_002132895.1
NZ_MTQV01000004.1	GCF_002132915.1
NZ_MTRA01000006.1	GCF_002132955.1
NZ_MTJJ01000001.1	GCF_002132975.1
NZ_MTQY01000001.1	GCF_002132985.1
NZ_MTRB01000002.1	GCF_002133025.1
NZ_MTRC01000003.1	GCF_002133045.1
NZ_MTRD01000002.1	GCF_002133055.1
NZ_MTRE01000007.1	GCF_002133065.1
NZ_MTRF01000001.1	GCF_002133105.1
NZ_MTRH01000004.1	GCF_002133125.1
NZ_MTRI01000024.1	GCF_002133165.1
