	Organism	Scaffold	Start	End	Score	STS_Dehydrogenase	STS_E1-like	STS_StsA	STS_YcaO	assembly_file	representative	dereplication_status
996	Staphylococcus aureus Sa12-001	NZ_MAQG01000003.1	218562	221690	3.1462	1	1	0	1	GCF_001681075.1_ASM168107v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
997	Staphylococcus aureus Sa14-004	NZ_MAQR01000124.1	43035	46163	3.1462	1	1	0	1	GCF_001681175.1_ASM168117v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
998	Staphylococcus aureus 31	NZ_QFCV01000003.1	57588	60716	3.1466	1	1	0	1	GCF_003131115.1_ASM313111v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
999	Staphylococcus aureus M1280C	NZ_SZYW01000012.1	59810	62938	3.1466	1	1	0	1	GCF_006511405.1_ASM651140v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1000	Staphylococcus aureus M1655C	NZ_SZYX01000001.1	218484	221612	3.1452	1	1	0	1	GCF_006511365.1_ASM651136v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1001	Staphylococcus aureus M2323C	NZ_SZYZ01000003.1	221802	224930	3.1466	1	1	0	1	GCF_006511735.1_ASM651173v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1002	Staphylococcus aureus M2682C	NZ_SZZB01000002.1	97795	100923	3.1466	1	1	0	1	GCF_006511665.1_ASM651166v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1003	Staphylococcus aureus M3783C	NZ_SZZE01000001.1	229950	233078	3.1466	1	1	0	1	GCF_006511305.1_ASM651130v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1004	Staphylococcus aureus NCTC7428	NZ_UHBI01000001.1	1496507	1499635	3.1466	1	1	0	1	GCF_900457855.1_41004_H01_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1005	Staphylococcus aureus Saari 20	NZ_WOCG01000002.1	230074	233202	3.1466	1	1	0	1	GCF_019049915.1_ASM1904991v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1006	Staphylococcus aureus Saari 15	NZ_WOCL01000002.1	229843	232971	3.1466	1	1	0	1	GCF_019050095.1_ASM1905009v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1007	Staphylococcus aureus Saari 12	NZ_WOCO01000002.1	230071	233199	3.1466	1	1	0	1	GCF_019050055.1_ASM1905005v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1008	Staphylococcus aureus Saari 8	NZ_WOCS01000003.1	77983	81111	3.1466	1	1	0	1	GCF_019050185.1_ASM1905018v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1009	Staphylococcus aureus Saari 4	NZ_WOCW01000002.1	77995	81123	3.1466	1	1	0	1	GCF_019050255.1_ASM1905025v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1010	Staphylococcus aureus K635	DAZCHQ010000002.1	218485	221613	3.1466	1	1	0	1	GCA_043525915.1_PDT002339709.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1011	Staphylococcus aureus LIC832	DAZCHR010000002.1	218428	221556	3.1466	1	1	0	1	GCA_043525955.1_PDT002339699.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1012	Staphylococcus aureus LIC539	DAZCIA010000002.1	77867	80995	3.1452	1	1	0	1	GCA_043526035.1_PDT002339505.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1013	Staphylococcus aureus LIC310	DAZCHX010000002.1	226923	230051	3.1466	1	1	0	1	GCA_043526015.1_PDT002339509.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1014	Staphylococcus aureus LIC607	DAZCHZ010000002.1	77867	80995	3.1466	1	1	0	1	GCA_043526075.1_PDT002339500.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1015	Staphylococcus aureus B1172	DAZCJL010000002.1	218485	221613	3.1466	1	1	0	1	GCA_043526865.1_PDT002339948.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1016	Staphylococcus aureus B1192	DAZCKD010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043527595.1_PDT002339858.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1017	Staphylococcus aureus AB222	DAZCMP010000002.1	218499	221627	3.1466	1	1	0	1	GCA_043532955.1_PDT002339661.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1018	Staphylococcus aureus B787	DAZCOJ010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043538545.1_PDT002339602.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1019	Staphylococcus aureus B979	DAZCOV010000002.1	218485	221613	3.1466	1	1	0	1	GCA_043539115.1_PDT002339571.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1020	Staphylococcus aureus LIC837	DAZCPU010000002.1	218495	221623	3.1466	1	1	0	1	GCA_043539695.1_PDT002339698.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1021	Staphylococcus aureus B747	DAZCQL010000002.1	218485	221613	3.1466	1	1	0	1	GCA_043540115.1_PDT002339613.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1022	Staphylococcus aureus LIC482	DAZCSO010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043541175.1_PDT002339506.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1023	Staphylococcus aureus LIC661	DAZCSQ010000002.1	226923	230051	3.1452	1	1	0	1	GCA_043541215.1_PDT002339494.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1024	Staphylococcus aureus LIC480	DAZCSN010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043541195.1_PDT002339507.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1025	Staphylococcus aureus B1508	DAZCTE010000002.1	218485	221613	3.1452	1	1	0	1	GCA_043541515.1_PDT002339444.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1026	Staphylococcus aureus B553	DAZCVJ010000002.1	218417	221545	3.1452	1	1	0	1	GCA_043542675.1_PDT002339803.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1027	Staphylococcus aureus B1074	DAZCVW010000002.1	218428	221556	3.1466	1	1	0	1	GCA_043542935.1_PDT002339763.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1028	Staphylococcus aureus LIC075	DAZCYB010000002.1	77867	80995	3.1466	1	1	0	1	GCA_043544115.1_PDT002339869.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1029	Staphylococcus aureus B1409	DAZCZT010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043544965.1_PDT002339848.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1030	Staphylococcus aureus B1408	DAZCZS010000003.1	75359	78487	3.1466	1	1	0	1	GCA_043544985.1_PDT002339849.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1031	Staphylococcus aureus B1509	DAZDNF010000002.1	218485	221613	3.1466	1	1	0	1	GCA_043552195.1_PDT002339662.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1032	Staphylococcus aureus LIC544	DAZDRM010000002.1	218426	221554	3.1466	1	1	0	1	GCA_043554465.1_PDT002339504.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1033	Staphylococcus aureus B1313	DAZDSZ010000002.1	218504	221632	3.1466	1	1	0	1	GCA_043555285.1_PDT002339477.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1034	Staphylococcus aureus B1075	DAZEDG010000002.1	218428	221556	3.1466	1	1	0	1	GCA_043567605.1_PDT002339296.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1035	Staphylococcus aureus AB351	DAZEIK010000002.1	218487	221615	3.1466	1	1	0	1	GCA_043570265.1_PDT002339217.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1036	Staphylococcus aureus SA59	DBAHXV010000004.1	125216	128344	3.1462	1	1	0	1	GCA_044164555.1_PDT002439693.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1037	Staphylococcus aureus SA17	DBAHYD010000005.1	58102	61230	3.1462	1	1	0	1	GCA_044164675.1_PDT002439685.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1038	Staphylococcus aureus SA5	DBAHYG010000009.1	29996	33124	3.1462	1	1	0	1	GCA_044164935.1_PDT002439681.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1039	Staphylococcus aureus CM3	DBAHYL010000008.1	2160	5288	3.1462	1	1	0	1	GCA_044165005.1_PDT002439675.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1040	Staphylococcus aureus CM50	DBAHYK010000002.1	613	3741	3.1462	1	1	0	1	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	dereplication_representative
1042	Staphylococcus aureus SA-22-100	JARUXY010000003.1	77945	81073	3.1466	1	1	0	1	GCA_029764755.1_ASM2976475v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1043	Staphylococcus aureus SA-22-60	JARUYA010000003.1	218449	221577	3.1466	1	1	0	1	GCA_029764765.1_ASM2976476v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1044	Staphylococcus aureus SA-22-119	JARUXZ010000004.1	77945	81073	3.1466	1	1	0	1	GCA_029764735.1_ASM2976473v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1045	Staphylococcus aureus SA-22-59	JARUYB010000002.1	218562	221690	3.1462	1	1	0	1	GCA_029764775.1_ASM2976477v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1046	Staphylococcus aureus SA-22-56	JARUYE010000003.1	77945	81073	3.1466	1	1	0	1	GCA_029764855.1_ASM2976485v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1047	Staphylococcus aureus SA-22-58	JARUYC010000003.1	77945	81073	3.1466	1	1	0	1	GCA_029764815.1_ASM2976481v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1048	Staphylococcus aureus SA-22-55	JARUYF010000003.1	218449	221577	3.1466	1	1	0	1	GCA_029764895.1_ASM2976489v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1049	Staphylococcus aureus SA-22-57	JARUYD010000003.1	218449	221577	3.1466	1	1	0	1	GCA_029764835.1_ASM2976483v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1050	Staphylococcus aureus CC705-MSSA	CP155057.1	1532201	1535329	3.1466	1	1	0	1	GCA_039622155.1_ASM3962215v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1051	Staphylococcus aureus PYP/02	NZ_JALSEQ010000003.1	67480	70173	3.1393	1	1	0	1	GCF_035789175.1_ASM3578917v1_genomic.fna.gz	GCF_035789175.1_ASM3578917v1_genomic.fna.gz	dereplication_representative
1052	Staphylococcus aureus 41103371	NZ_JAANCG010000009.1	57842	60969	3.1452	1	1	0	1	GCF_011394515.1_ASM1139451v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1053	Staphylococcus aureus NCTC9553	NZ_UHCG01000001.1	1494828	1497386	3.1409	1	1	0	1	GCF_900458115.1_41559_C01_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1054	Staphylococcus aureus NCTC5660	LR134088.1	1495885	1498443	3.1409	1	1	0	1	GCA_900635275.1_40757_D01_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1055	Staphylococcus aureus BBIG0249	NZ_JASUAR010000262.1	0	2507	3.1594	1	1	0	1	GCF_044425285.1_ASM4442528v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
1056	Staphylococcus aureus 41704653	NZ_JAANBZ010000006.1	78106	81234	3.1383	1	1	0	1	GCF_011394625.1_ASM1139462v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1057	Staphylococcus aureus 30108394	NZ_JAANCE010000004.1	218253	221381	3.1383	1	1	0	1	GCF_011394775.1_ASM1139477v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
1058	Staphylococcus epidermidis UMB7933	NZ_JASPCW010000031.1	17389	20517	3.1757	1	1	0	1	GCF_030234055.1_ASM3023405v1_genomic.fna.gz	GCF_030234055.1_ASM3023405v1_genomic.fna.gz	dereplication_representative
1059	Staphylococcus argenteus Tokyo13069	NZ_AP024201.1	1523430	1526534	3.1691	1	1	0	1	GCF_016756375.1_ASM1675637v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1061	Staphylococcus argenteus	NZ_FXVL01000001.1	509043	512171	3.1689	1	1	0	1	GCF_900183905.1_D7903_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1063	Staphylococcus argenteus 3688STDY6125143	NZ_FQNB01000001.1	358811	361939	3.1691	1	1	0	1	GCF_900127115.1_17175_3_89_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1064	Staphylococcus argenteus SA19-220	NZ_BPSB01000001.1	24960	28088	3.1691	1	1	0	1	GCF_022834265.1_ASM2283426v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1065	Staphylococcus argenteus Tokyo13064	NZ_AP024200.1	1523428	1526556	3.1691	1	1	0	1	GCF_016756355.1_ASM1675635v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1066	Staphylococcus argenteus TUM19485	NZ_BLRS01000002.1	106881	110009	3.1691	1	1	0	1	GCF_012862375.1_ASM1286237v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1067	Staphylococcus argenteus SA19-056	NZ_BPRN01000003.1	234279	237407	3.1691	1	1	0	1	GCF_022833985.1_ASM2283398v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1068	Staphylococcus argenteus SA19-059	NZ_BPRO01000001.1	338950	342078	3.1691	1	1	0	1	GCF_022834005.1_ASM2283400v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1069	Staphylococcus argenteus SA19-080	NZ_BPRQ01000001.1	232683	235811	3.1691	1	1	0	1	GCF_022834045.1_ASM2283404v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1070	Staphylococcus argenteus SA19-082	NZ_BPRR01000012.1	36638	39766	3.1692	1	1	0	1	GCF_022834065.1_ASM2283406v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1072	Staphylococcus argenteus SA19-086	NZ_BPRS01000002.1	24960	28088	3.1692	1	1	0	1	GCF_022834085.1_ASM2283408v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1074	Staphylococcus argenteus SA19-103	NZ_BPRU01000001.1	24960	28088	3.1692	1	1	0	1	GCF_022834125.1_ASM2283412v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1076	Staphylococcus argenteus SA19-109	NZ_BPRW01000001.1	306642	309770	3.1691	1	1	0	1	GCF_022834165.1_ASM2283416v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1077	Staphylococcus argenteus SA19-133	NZ_BPRX01000001.1	24960	28088	3.1692	1	1	0	1	GCF_022834185.1_ASM2283418v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1079	Staphylococcus argenteus SA19-136	NZ_BPRY01000001.1	306012	309140	3.1691	1	1	0	1	GCF_022834205.1_ASM2283420v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1080	Staphylococcus argenteus SA19-223	NZ_BPSC01000001.1	24960	28088	3.1691	1	1	0	1	GCF_022834285.1_ASM2283428v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1081	Staphylococcus argenteus SA20-004	NZ_BPSE01000003.1	324590	327718	3.1691	1	1	0	1	GCF_022834325.1_ASM2283432v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1082	Staphylococcus argenteus SA20-092	NZ_BPSG01000001.1	24960	28088	3.1691	1	1	0	1	GCF_022834365.1_ASM2283436v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1083	Staphylococcus argenteus M051_MSHR	NZ_CCEN01000001.1	1010426	1013554	3.1691	1	1	0	1	GCF_000751495.1_Sa_M051_MSHR_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1084	Staphylococcus argenteus RIVM_M046968	NZ_CP086574.1	1534459	1537587	3.1688	1	1	0	1	GCF_023611825.1_ASM2361182v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1085	Staphylococcus argenteus 3688STDY6125128	NZ_FQME01000001.1	998651	1001779	3.1691	1	1	0	1	GCF_900126965.1_17175_3_74_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1086	Staphylococcus argenteus 3688STDY6125130	NZ_FQMG01000001.1	25214	28342	3.1691	1	1	0	1	GCF_900126975.1_17175_3_76_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1087	Staphylococcus argenteus 3688STDY6125133	NZ_FQMI01000001.1	358888	362016	3.1691	1	1	0	1	GCF_900127005.1_17175_3_79_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1088	Staphylococcus argenteus 3688STDY6125132	NZ_FQMJ01000001.1	1041961	1045089	3.1691	1	1	0	1	GCF_900126995.1_17175_3_78_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1089	Staphylococcus argenteus 3688STDY6125134	NZ_FQMS01000001.1	26351	29479	3.1692	1	1	0	1	GCF_900127025.1_17175_3_80_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1091	Staphylococcus argenteus 3688STDY6125135	NZ_FQMT01000001.1	1041237	1044365	3.1691	1	1	0	1	GCF_900127035.1_17175_3_81_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1092	Staphylococcus argenteus 3688STDY6125139	NZ_FQMX01000001.1	998638	1001766	3.1691	1	1	0	1	GCF_900127065.1_17175_3_85_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1093	Staphylococcus argenteus 3688STDY6125129	NZ_FQRW01000001.1	1010798	1013926	3.1691	1	1	0	1	GCF_900128385.1_17175_3_75_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1094	Staphylococcus argenteus 2588STDY5890910	NZ_FQTG01000001.1	1028345	1031473	3.1691	1	1	0	1	GCF_900128715.1_14324_2_63_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1095	Staphylococcus argenteus CFSA17SA054	NZ_JABVWX010000001.1	358578	361706	3.1691	1	1	0	1	GCF_021432415.1_ASM2143241v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1096	Staphylococcus argenteus CFSA17SA053	NZ_JABVWY010000001.1	208260	211388	3.1691	1	1	0	1	GCF_021432465.1_ASM2143246v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1097	Staphylococcus argenteus CFSA17SA018	NZ_JABVWZ010000001.1	358578	361706	3.1691	1	1	0	1	GCF_021432405.1_ASM2143240v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1098	Staphylococcus argenteus 18A183	NZ_JABVXB010000001.1	208251	211379	3.1691	1	1	0	1	GCF_021432505.1_ASM2143250v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1099	Staphylococcus argenteus PHL4313	NZ_JADAMW010000009.1	119023	122151	3.1689	1	1	0	1	GCF_014877835.1_ASM1487783v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1100	Staphylococcus argenteus PHL1144	NZ_JADANA010000003.1	18772	21900	3.1672	1	1	0	1	GCF_014877495.1_ASM1487749v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1101	Staphylococcus argenteus PHL5740	NZ_JADANG010000004.1	40080	43208	3.1691	1	1	0	1	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	dereplication_representative
1102	Staphylococcus argenteus 2arg	NZ_JAKKRF010000051.1	405529	408657	3.1691	1	1	0	1	GCF_026191515.1_ASM2619151v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1103	Staphylococcus argenteus S078	NZ_JAVKRM010000001.1	24812	27940	3.1691	1	1	0	1	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	dereplication_representative
1104	Staphylococcus argenteus S106	NZ_JAVKRO010000001.1	358352	361480	3.1691	1	1	0	1	GCF_031462775.1_ASM3146277v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1105	Staphylococcus argenteus S137	NZ_JAVKRP010000001.1	936846	939974	3.1691	1	1	0	1	GCF_031462795.1_ASM3146279v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1106	Staphylococcus argenteus S177	NZ_JAVKRS010000001.1	937103	940231	3.1691	1	1	0	1	GCF_031462615.1_ASM3146261v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1107	Staphylococcus argenteus S229	NZ_JAVKRU010000001.1	358363	361491	3.1691	1	1	0	1	GCF_031462785.1_ASM3146278v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1108	Staphylococcus argenteus SNUBHSAr1	NZ_JAYESL010000001.1	306023	309151	3.1691	1	1	0	1	GCF_035040855.1_ASM3504085v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1109	Staphylococcus argenteus AB025	NZ_JBFCTH010000001.1	358501	361629	3.1691	1	1	0	1	GCF_040705355.1_ASM4070535v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1110	Staphylococcus argenteus PR02	NZ_KZ984531.1	902692	905820	3.1691	1	1	0	1	GCF_003569945.1_ASM356994v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1111	Staphylococcus argenteus CCUG 69385	NZ_NSBX01000007.1	106768	109896	3.1691	1	1	0	1	GCF_003022395.1_ASM302239v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1113	Staphylococcus argenteus SASK001	DAYAFN010000002.1	25093	28221	3.1692	1	1	0	1	GCA_043048105.1_PDT002158025.1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1116	Staphylococcus argenteus ST1223	DACKLC010000007.1	30264	33392	3.1691	1	1	0	1	GCA_015541625.1_PDT000871200.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1117	Staphylococcus argenteus RIVM_M025618	DAPTXB010000001.1	452714	455842	3.1691	1	1	0	1	GCA_032096325.1_PDT001904059.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1118	Staphylococcus argenteus RIVM_M019208	DAPTWU010000004.1	131148	134276	3.1691	1	1	0	1	GCA_032096055.1_PDT001904066.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1119	Staphylococcus argenteus RIVM_M036044	DAPTXK010000001.1	896314	899442	3.1691	1	1	0	1	GCA_032096655.1_PDT001904050.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1120	Staphylococcus argenteus RIVM_M040187	DAPTXR010000004.1	105618	108746	3.1691	1	1	0	1	GCA_032096875.1_PDT001904043.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1121	Staphylococcus argenteus RIVM_M040661	DAPTYJ010000004.1	105618	108746	3.1691	1	1	0	1	GCA_032097705.1_PDT001904025.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1122	Staphylococcus argenteus RIVM_M040662	DAPTYK010000001.1	451552	454680	3.1691	1	1	0	1	GCA_032097805.1_PDT001904024.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1123	Staphylococcus argenteus JH5340	DAPTZL010000001.1	399711	402839	3.1691	1	1	0	1	GCA_032099305.1_PDT001903973.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1124	Staphylococcus argenteus RIVM_M101416	DAYAJA010000004.1	97785	100913	3.1691	1	1	0	1	GCA_043049995.1_PDT002158050.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1125	Staphylococcus argenteus RIVM_M090409	DAYAIP010000001.1	692139	695267	3.1691	1	1	0	1	GCA_043049755.1_PDT002158067.1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1126	Staphylococcus argenteus 594-1B	JAJAHM010000001.1	532399	535527	3.1691	1	1	0	1	GCA_022400565.1_ASM2240056v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
1127	Staphylococcus argenteus 230-0	JAJAGR010000001.1	457964	461092	3.1691	1	1	0	1	GCA_022401305.1_ASM2240130v1_genomic.fna.gz	GCF_031462735.1_ASM3146273v1_genomic.fna.gz	redundant
1128	Staphylococcus argenteus 2481-1	JAJAGW010000001.1	358535	361663	3.1691	1	1	0	1	GCA_022401065.1_ASM2240106v1_genomic.fna.gz	GCF_014877595.1_ASM1487759v1_genomic.fna.gz	redundant
