Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Catellatospora sp. TT07R-123                                       NZ_BNEM01000001.1     2968874   2975763   4.1061   0        1        1        1      
Catellatospora sp. NPDC049609                                      NZ_JBFAOU010000023.1  32399     39463     4.1055   0        1        1        1      
Catellatospora sp. NPDC049133                                      NZ_JBEZDT010000012.1  172984    179854    4.1041   0        1        1        1      
Catellatospora sp. IY07-71                                         NZ_AP023360.1         8097373   8104330   4.1059   0        1        1        1      
Actinoalloteichus hoggarensis DSM 45943                            NZ_CP022521.1         2338498   2341376   5.1032   0        1        1        1      
Actinoalloteichus hoggarensis CECT 8639                            NZ_JACHJM010000001.1  713856    716734    5.1032   0        1        1        1      
Sphaerisporangium rubeum JCM 13067                                 NZ_BAAALO010000061.1  1350      4249      5.1041   0        1        1        1      
Sphaerisporangium rubeum DSM 44936                                 NZ_JACHIU010000001.1  3918246   3921145   5.1041   0        1        1        1      
Amycolatopsis rifamycinica DSM 46095                               NZ_JMQI01000015.1     19183     21914     5.1011   0        1        1        1      
Catellatospora methionotrophica NPDC050542                         NZ_JBFAJE010000043.1  21239     28119     4.1058   0        1        1        1      
Catellatospora methionotrophica JCM 7543                           NZ_BAAATT010000026.1  282711    289607    4.1057   0        1        1        1      
Catellatospora methionotrophica NBRC 14553                         NZ_BONJ01000004.1     75058     81954     4.1057   0        1        1        1      
Catellatospora methionotrophica IMSNU 22006                        NZ_JAAOTJ010000006.1  283075    289971    4.1057   0        1        1        1      
Paractinoplanes ferrugineus JCM 3277                               NZ_BAAABP010000002.1  107227    110005    5.1055   0        1        1        1      
Paractinoplanes ferrugineus NBRC 15555                             NZ_BOMM01000050.1     108092    110870    5.1055   0        1        1        1      
Amycolatopsis anabasis EGI 650086                                  NZ_VTHK01000064.1     34157     38843     4.1012   0        1        1        1      
Amycolatopsis anabasis EGI 650086                                  NZ_VTHK01000009.1     110014    112800    5.1030   0        1        1        1      
Catellatospora aurea CGMCC 1.9106                                  NZ_JBHTAC010000020.1  62579     69512     4.1051   0        1        1        1      
Asanoa iriomotensis JCM 13312                                      NZ_BAAALU010000006.1  212835    215613    5.1042   0        1        1        1      
Asanoa iriomotensis NBRC 100142                                    NZ_BONC01000014.1     107092    109870    5.1042   0        1        1        1      
Thermomonospora amylolytica YIM 77502                              NZ_CP032402.1         5201006   5219614   4.1079   0        1        1        1      
Sphaerisporangium album CCTCC AA 208026                            NZ_QOIL01000018.1     109325    112357    5.1046   0        1        1        1      
Plantactinospora siamensis TBRC 2205                               NZ_JBHLUE010000011.1  143189    160083    4.1044   0        1        1        1      
Streptomyces kronopolitis CGMCC 4.7323                             NZ_BMND01000003.1     185460    188289    5.1013   0        1        1        1      
Micromonospora maris NBC_01290                                     NZ_CP108425.1         3511647   3514396   5.1031   0        1        1        1      
Sphaerisporangium aureirubrum JCM 30346                            NZ_JBHSRF010000070.1  4479      7367      5.1043   0        1        1        1      
Thermomonospora cellulosilytica DSM 45823                          NZ_JACJII010000001.1  4662025   4680637   4.1076   0        1        1        1      
Nocardiopsis halophila DSM 44494                                   NZ_ANAD01000018.1     12624     15418     5.1099   0        1        1        1      
Actinomadura viridis NPDC000113                                    NZ_JBIAZQ010000031.1  23191     26038     5.1025   0        1        1        1      
Kibdelosporangium phytohabitans KLBMP1111                          NZ_CP012752.1         7133096   7136113   5.1016   0        1        1        1      
Kibdelosporangium phytohabitans DSM 104448                         NZ_JADBEI010000001.1  1187323   1190340   5.1016   0        1        1        1      
Actinoallomurus iriomotensis NBRC 103684                           NZ_BSTK01000004.1     213953    216698    5.1026   0        1        1        1      
Actinoallomurus iriomotensis NBRC 103681                           NZ_BSTJ01000004.1     315862    318607    5.1027   0        1        1        1      
Sphaerisporangium flaviroseum JCM 16908                            NZ_BAAAZR010000063.1  87577     90465     5.1033   0        1        1        1      
Actinomadura rupiterrae DSM 45251                                  NZ_JAMZEA010000009.1  391582    409564    4.1030   0        1        1        1      
Streptomyces albidus (ex Kaewkla and Franco 2022) CAP215           NZ_JACBXA010000004.1  55839     58608     5.1067   0        1        1        1      
Sphaerisporangium krabiense NBRC 107571                            NZ_BOOS01000006.1     117024    120035    5.1057   0        1        1        1      
Sphaerisporangium krabiense DSM 45790                              NZ_JACHBR010000003.1  92813     95824     5.1057   0        1        1        1      
Asanoa sp. WMMD1127                                                NZ_JARUBP010000001.1  516971    533267    4.1023   0        1        1        1      
Amycolatopsis thermalba NRRL B-24845                               NZ_PQHW01000035.1     31181     49563     4.1038   0        1        1        1      
